,kind,etag,id,status,htmlLink,created,updated,summary,creator,organizer,start,end,recurringEventId,originalStartTime,iCalUID,sequence,reminders,location,description,visibility
82,calendar#event,"""3137253442986000""",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60_20190617T033000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4cGphZ3E2Nm9wM2NiOW82MTBrMmI5azhoMGsyYjlvODhvajhiOWk4OHBrMmM5Zzc0cWpnZTFqNjBfMjAxOTA2MTdUMDMzMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-06-10T14:23:01.000Z,2019-12-23T04:54:21.872Z,What to do,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-17T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-17T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60,"{'dateTime': '2019-06-17T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",B35CF626-80AA-4DAA-8B14-2B3A10958830,2,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 0}, {'method': 'popup', 'minutes': 10}]}",,,
83,calendar#event,"""3121170660126000""",_6kqj0g9m6p14ab9k6h342b9k6coj4b9o8oojeb9m69232ca38d33edq26c,confirmed,https://www.google.com/calendar/event?eid=XzZrcWowZzltNnAxNGFiOWs2aDM0MmI5azZjb2o0YjlvOG9vamViOW02OTIzMmNhMzhkMzNlZHEyNmMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-12T15:27:45.000Z,2019-06-18T00:23:14.238Z,Work on Text Data Transformation with Spark,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-18T03:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-18T05:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,550A66BE-44FA-4312-8F17-62D11CCF77B3,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 120}]}","404 Bryant St, San Francisco, ca","View in app: meetup://Projects/events/262162083

View in browser: https://www.meetup.com/Projects/events/262162083/",
84,calendar#event,"""3121645989238000""",_68o32e9g6oojgl1g64qjcc9pb8mjec1l6cpjae1p6906cp9o60t30ehg78o3ke1n70t64pj6cot6cpb36st3aohh74imat3860,confirmed,https://www.google.com/calendar/event?eid=XzY4bzMyZTlnNm9vamdsMWc2NHFqY2M5cGI4bWplYzFsNmNwamFlMXA2OTA2Y3A5bzYwdDMwZWhnNzhvM2tlMW43MHQ2NHBqNmNvdDZjcGIzNnN0M2FvaGg3NGltYXQzODYwIGhqYzgwc2g4ZzYwaTUyNHBlZ2I3cGlpNnFjQGc,2019-06-18T01:56:34.000Z,2019-06-18T01:56:34.674Z,Developing an Opportunity Zone Investment Strategy,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-21T03:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-21T04:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,20190618T015619Z-705335892@fe80:0:0:0:878:bfff:fec7:5b19%eth0,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 10}]}",https://zoom.us/w/705335892?tk=6aevUy3w7OhHeCZkG7BmO3DBjx0Z2_NW-gQsBvIZWsg.DQEAAAAAKgqSVBYxZXBRQ2JsRlRELVVwYVNrR2JSQVNRAA&uuid=WN_sK1SHXbIQMyyKv3I6AUvQQ,"Join from a PC, Mac, iPad, iPhone or Android device:
    Please click this URL to join. https://zoom.us/w/705335892?tk=6aevUy3w7OhHeCZkG7BmO3DBjx0Z2_NW-gQsBvIZWsg.DQEAAAAAKgqSVBYxZXBRQ2JsRlRELVVwYVNrR2JSQVNRAA&uuid=WN_sK1SHXbIQMyyKv3I6AUvQQ

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 669 900 6833  or +1 929 436 2866 
    Webinar ID: 705 335 892
    International numbers available: https://zoom.us/u/acRGr0fw8O
",
85,calendar#event,"""3120754796877000""",_64o4ccho74pj4b9p6op42b9k8d13iba26co44b9h8orkccpi6os3cdho8c,confirmed,https://www.google.com/calendar/event?eid=XzY0bzRjY2hvNzRwajRiOXA2b3A0MmI5azhkMTNpYmEyNmNvNDRiOWg4b3JrY2NwaTZvczNjZGhvOGMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-04T06:05:14.000Z,2019-06-21T14:14:42.667Z,Natural Language Processing for Wolfram|Alpha & Wolfram Language (E. Bernard),{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-21T03:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-21T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,10F28932-962A-4CB9-B30B-1F7F3268668C,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 120}]}","27 Maiden Lane, 6th Floor, San Francisco, ca","View in app: meetup://Bay-Area-Research-in-NLP-and-ML/events/262019065

View in browser: https://www.meetup.com/Bay-Area-Research-in-NLP-and-ML/events/262019065/",
86,calendar#event,"""3137253442986000""",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60_20190624T033000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4cGphZ3E2Nm9wM2NiOW82MTBrMmI5azhoMGsyYjlvODhvajhiOWk4OHBrMmM5Zzc0cWpnZTFqNjBfMjAxOTA2MjRUMDMzMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-06-10T14:23:01.000Z,2019-12-23T04:54:21.872Z,What to do,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-24T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-24T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60,"{'dateTime': '2019-06-24T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",B35CF626-80AA-4DAA-8B14-2B3A10958830,2,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 0}, {'method': 'popup', 'minutes': 10}]}",,,
87,calendar#event,"""3122944283371000""",_8gq42e1i6523ib9o64s4ab9k8d2jeba2852jcb9p6cr4cdpp74p4adph8g,confirmed,https://www.google.com/calendar/event?eid=XzhncTQyZTFpNjUyM2liOW82NHM0YWI5azhkMmplYmEyODUyamNiOXA2Y3I0Y2RwcDc0cDRhZHBoOGcgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-25T14:15:27.000Z,2019-06-25T14:15:44.405Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-25T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-25T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,D4A821D9-818E-4CE7-BAE6-936F7992E71D,0,{'useDefault': False},,,
88,calendar#event,"""3123052866956000""",_88sj0e9l6kq3iba564qk6b9k8d2j0b9o64sjiba28p0j0gpl8oojihhg6o,confirmed,https://www.google.com/calendar/event?eid=Xzg4c2owZTlsNmtxM2liYTU2NHFrNmI5azhkMmowYjlvNjRzamliYTI4cDBqMGdwbDhvb2ppaGhnNm8gaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-26T05:20:33.000Z,2019-06-26T05:20:33.478Z,call cardinal financial,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-25T17:45:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-25T18:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,B9095549-E15C-4CE0-8199-BFA0C5F19F06,0,{'useDefault': True},,,
89,calendar#event,"""3121135416043000""",_64s38c26850jaba684pj2b9k84q46b9p8p244ba564pjce9m6p2k8dhl64,confirmed,https://www.google.com/calendar/event?eid=XzY0czM4YzI2ODUwamFiYTY4NHBqMmI5azg0cTQ2YjlwOHAyNDRiYTU2NHBqY2U5bTZwMms4ZGhsNjQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-04T06:05:14.000Z,2019-06-25T23:58:21.277Z,"New Way to Learn & Earn, Investing in Multifamily Real Estate – Launching Moguls",{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-26T03:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-26T05:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,1840FAA5-FA31-4A4C-9FDB-E136966ED651,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 120}]}","425 Market St, San Francisco, CA","View in app: meetup://Bay-Area-Multifamily-Moguls/events/262024053

View in browser: https://www.meetup.com/Bay-Area-Multifamily-Moguls/events/262024053/",
90,calendar#event,"""3123131186722000""",_6gsj8g9n8gs42ba68p1jab9k6l0jcba26oskab9n8gqjcc1j6goj8d9h88,confirmed,https://www.google.com/calendar/event?eid=XzZnc2o4ZzluOGdzNDJiYTY4cDFqYWI5azZsMGpjYmEyNm9za2FiOW44Z3FqY2MxajZnb2o4ZDloODggaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-24T23:51:41.000Z,2019-06-26T16:45:00.345Z,call loancare - 18002746600,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-26T18:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-26T18:45:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,494A7D8A-FFC5-45A6-B69E-7D560341451B,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}]}",,,
91,calendar#event,"""3122801104682000""",_6oq4cd1k6kojab9h74q32b9k6d2j4b9o68o44b9g711jighk852kaga584,confirmed,https://www.google.com/calendar/event?eid=XzZvcTRjZDFrNmtvamFiOWg3NHEzMmI5azZkMmo0YjlvNjhvNDRiOWc3MTFqaWdoazg1MmthZ2E1ODQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-24T14:21:29.000Z,2019-06-24T22:23:33.287Z,Neural ODE,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-27T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-27T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,64F44515-1941-43E2-820B-08C9B4AEEAEA,0,{'useDefault': False},,,
92,calendar#event,"""3123981348448000""",_60qjgd1i68r3ab9n8l346b9k68s4aba26t2k4b9m691k4e2575346hhp8c,confirmed,https://www.google.com/calendar/event?eid=XzYwcWpnZDFpNjhyM2FiOW44bDM0NmI5azY4czRhYmEyNnQyazRiOW02OTFrNGUyNTc1MzQ2aGhwOGMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-01T14:17:54.000Z,2019-07-01T14:17:54.224Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-06-29T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-06-29T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,05842265-7EFC-428E-B7EB-62CB8E9FCF9C,0,{'useDefault': True},,,
93,calendar#event,"""3137253442986000""",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60_20190701T033000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4cGphZ3E2Nm9wM2NiOW82MTBrMmI5azhoMGsyYjlvODhvajhiOWk4OHBrMmM5Zzc0cWpnZTFqNjBfMjAxOTA3MDFUMDMzMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-06-10T14:23:01.000Z,2019-12-23T04:54:21.872Z,What to do,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-01T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-01T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60,"{'dateTime': '2019-07-01T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",B35CF626-80AA-4DAA-8B14-2B3A10958830,2,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 0}, {'method': 'popup', 'minutes': 10}]}",,,
94,calendar#event,"""3116074901948000""",_6gok6d1g6h34cba188pj8b9k6ks3eba18kp3eba288sjah1g6sq4ch1p6k_20190702T030000Z,confirmed,https://www.google.com/calendar/event?eid=XzZnb2s2ZDFnNmgzNGNiYTE4OHBqOGI5azZrczNlYmExOGtwM2ViYTI4OHNqYWgxZzZzcTRjaDFwNmtfMjAxOTA3MDJUMDMwMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2018-11-02T05:11:17.000Z,2019-06-03T14:40:25.407Z,Check account,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-02T05:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-02T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",_6gok6d1g6h34cba188pj8b9k6ks3eba18kp3eba288sjah1g6sq4ch1p6k,"{'dateTime': '2019-07-02T05:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",41C404FF-AB34-4587-AE27-BB95D074FD95,8,{'useDefault': True},,,
95,calendar#event,"""3124154432768000""",_6h146hhg6p336ba28d1k8b9k6t1kaba260rjeba18d0k8ga36goj0gq66o,confirmed,https://www.google.com/calendar/event?eid=XzZoMTQ2aGhnNnAzMzZiYTI4ZDFrOGI5azZ0MWthYmEyNjByamViYTE4ZDBrOGdhMzZnb2owZ3E2Nm8gaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-02T14:20:16.000Z,2019-07-02T14:20:16.384Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-02T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-02T08:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,4BCF06F3-BCCD-47CE-B077-ACADAC410CF6,0,{'useDefault': True},,,
96,calendar#event,"""3129442454599000""",_88o36dpn6h24ab9g61348b9k70r36b9p892kab9k6p148gph84s36cq468_20190702T040000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4bzM2ZHBuNmgyNGFiOWc2MTM0OGI5azcwcjM2YjlwODkya2FiOWs2cDE0OGdwaDg0czM2Y3E0NjhfMjAxOTA3MDJUMDQwMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2018-11-02T05:11:24.000Z,2019-11-02T04:39:44.285Z,Cleanup - bathroom,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-02T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-02T07:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88o36dpn6h24ab9g61348b9k70r36b9p892kab9k6p148gph84s36cq468,"{'dateTime': '2019-07-02T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",B03774DE-00FD-4863-9BEE-46BDC1A833D2,6,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}]}",,,
97,calendar#event,"""3116074867505000""",_6kq44hi2711k2ba38533eb9k64q48b9p8grj2b9p8d0j8e9g751k4g9i8k_20190702T050000Z,confirmed,https://www.google.com/calendar/event?eid=XzZrcTQ0aGkyNzExazJiYTM4NTMzZWI5azY0cTQ4YjlwOGdyajJiOXA4ZDBqOGU5Zzc1MWs0ZzlpOGtfMjAxOTA3MDJUMDUwMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2018-11-02T05:12:18.000Z,2019-06-03T14:39:43.483Z,Haircut,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-02T07:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-02T08:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",_6kq44hi2711k2ba38533eb9k64q48b9p8grj2b9p8d0j8e9g751k4g9i8k,"{'dateTime': '2019-07-02T07:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",54BFB8CA-CAF7-414D-9D71-9CA4909CBA2E,8,{'useDefault': True},,,
98,calendar#event,"""3123714189427000""",_8cs36h1j64o36ba1692j2b9k88o4ab9o88pjcba68kok4ci66oo38ha670,confirmed,https://www.google.com/calendar/event?eid=XzhjczM2aDFqNjRvMzZiYTE2OTJqMmI5azg4bzRhYjlvODhwamNiYTY4a29rNGNpNjZvbzM4aGE2NzAgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-27T03:22:27.000Z,2019-07-02T23:00:42.330Z,[FOR NEW MEMBERS] Multifamily Fundamentals Webinar - Awesome intro to apartments,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-03T03:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-03T04:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,C83D3103-A2E1-4B0E-8B36-FE1B2F604EF8,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 120}]}","Your computer, Anywhere, CA","View in app: meetup://MFinvestingMeetup/events/vgvlfpyzkbdb

View in browser: https://www.meetup.com/MFinvestingMeetup/events/vgvlfpyzkbdb/",
99,calendar#event,"""3123982148112000""",_8op3gh1j7513cba38l344b9k6l23gb9o6l1k6ba388qj0dpp6cpkagq688,confirmed,https://www.google.com/calendar/event?eid=XzhvcDNnaDFqNzUxM2NiYTM4bDM0NGI5azZsMjNnYjlvNmwxazZiYTM4OHFqMGRwcDZjcGthZ3E2ODggaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-01T14:24:31.000Z,2019-07-01T14:24:34.091Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-03T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-03T08:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,F28D39B6-CEFB-45D8-85CC-CB507933ECFB,0,{'useDefault': False},,,
100,calendar#event,"""3123982178736000""",_6h13gc9i8kr3aba3891jib9k60o3cba26kpjgba6691j4cpo68p3cdph70,confirmed,https://www.google.com/calendar/event?eid=XzZoMTNnYzlpOGtyM2FiYTM4OTFqaWI5azYwbzNjYmEyNmtwamdiYTY2OTFqNGNwbzY4cDNjZHBoNzAgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-01T14:24:49.000Z,2019-07-01T14:24:49.368Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-04T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-04T08:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,4B812E65-CBC9-4006-B538-F2C238226718,0,{'useDefault': True},,,
101,calendar#event,"""3123982162387000""",_69348di288s3eb9k8or48b9k6cs3eb9p70rk4b9n8ookah9m6ko32h1i8k,confirmed,https://www.google.com/calendar/event?eid=XzY5MzQ4ZGkyODhzM2ViOWs4b3I0OGI5azZjczNlYjlwNzByazRiOW44b29rYWg5bTZrbzMyaDFpOGsgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-01T14:24:35.000Z,2019-07-01T14:24:44.052Z,Course - FastAI,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-05T06:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-05T08:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,2FD6BB87-4F6D-4387-987B-7F1EE6501D2E,0,{'useDefault': False},,,
102,calendar#event,"""3137253442986000""",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60_20190708T033000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4cGphZ3E2Nm9wM2NiOW82MTBrMmI5azhoMGsyYjlvODhvajhiOWk4OHBrMmM5Zzc0cWpnZTFqNjBfMjAxOTA3MDhUMDMzMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-06-10T14:23:01.000Z,2019-12-23T04:54:21.872Z,What to do,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-08T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-08T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60,"{'dateTime': '2019-07-08T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",B35CF626-80AA-4DAA-8B14-2B3A10958830,2,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 0}, {'method': 'popup', 'minutes': 10}]}",,,
103,calendar#event,"""3123546000696000""",_68oj6hhn6or30b9l6crj0b9k6orj6b9p8gq3gb9m6p344c9o84r32gq684,confirmed,https://www.google.com/calendar/event?eid=XzY4b2o2aGhuNm9yMzBiOWw2Y3JqMGI5azZvcmo2YjlwOGdxM2diOW02cDM0NGM5bzg0cjMyZ3E2ODQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-06-18T01:55:29.000Z,2019-07-10T01:44:31.550Z,How & Why to Source Deals from MLS / How to Maximize your Condo Value $$$,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-10T03:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-10T05:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,213F7660-5370-4673-9D48-66FB18A61CFA,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}, {'method': 'popup', 'minutes': 120}]}","425 Market St, San Francisco, CA","View in app: meetup://Bay-Area-Multifamily-Moguls/events/262399274

View in browser: https://www.meetup.com/Bay-Area-Multifamily-Moguls/events/262399274/",
104,calendar#event,"""3125735996764000""",_8kq34hhg6cpk2b9n6koj0b9k890k4b9o892jcb9i6513ih9o88r3ac9k6g,confirmed,https://www.google.com/calendar/event?eid=XzhrcTM0aGhnNmNwazJiOW42a29qMGI5azg5MGs0YjlvODkyamNiOWk2NTEzaWg5bzg4cjNhYzlrNmcgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-07-11T17:59:58.000Z,2019-07-11T17:59:58.382Z,Real Estate - follow up,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-11T18:00:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-11T19:00:00+02:00', 'timeZone': 'America/Los_Angeles'}",,,E42F033A-7510-4BAB-8BE6-21B9E8B65144,0,{'useDefault': True},,"Call Alabama power - 18002452244
Account number - 58923-52069
",
105,calendar#event,"""3137253442986000""",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60_20190715T033000Z,confirmed,https://www.google.com/calendar/event?eid=Xzg4cGphZ3E2Nm9wM2NiOW82MTBrMmI5azhoMGsyYjlvODhvajhiOWk4OHBrMmM5Zzc0cWpnZTFqNjBfMjAxOTA3MTVUMDMzMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-06-10T14:23:01.000Z,2019-12-23T04:54:21.872Z,What to do,{'email': 'jvalansi@gmail.com'},"{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-07-15T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-07-15T07:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",_88pjagq66op3cb9o610k2b9k8h0k2b9o88oj8b9i88pk2c9g74qjge1j60,"{'dateTime': '2019-07-15T05:30:00+02:00', 'timeZone': 'America/Los_Angeles'}",B35CF626-80AA-4DAA-8B14-2B3A10958830,2,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 0}, {'method': 'popup', 'minutes': 10}]}",,,
