text	label	is_action	names	dates	locations
Please burn all private and business letters to the Führer at once.	False	True	[Führer]	[]	[]
Listen Keitel, I want you to leave tonight.	False	True	[Keitel]	[]	[]
Make your way to Dönitz.	False	True	[Dönitz]	[]	[]
I once told you, I can send a barge to Schwanenwerder.	False	True	[Schwanenwerder]	[]	[]
Think it over again, Magda.	False	True	[Magda]	[]	[]
Spare the German people, my Führer.	False	True	[Führer]	[]	[]
I must tell you this, my Führer...	False	True	[Führer]	[]	[]
Please leave me alone with Lord von Greim and Frau Reitsch.	False	True	[Lord, von, Greim, Frau, Reitsch]	[]	[]
Please stay, Doctor.	False	True	[Doctor]	[]	[]
Fly to Dönitz.	False	True	[Dönitz]	[]	[]
Tell him to do everything necessary to ensure Himmler receives just punishment.	False	True	[Himmler]	[]	[]
But Himmler must die.	False	True	[Himmler]	[]	[]
Bring me Fegelein!	False	True	[Fegelein]	[]	[]
Let go, you bastard!	False	True	[bastard]	[]	[]
He can unite with Busse's 9th Army and inflict a crushing blow on the Russians to save us all.	False	True	[Busse, Army, Russians]	[]	[]
I will stand by the Führer.	False	True	[Führer]	[]	[]
Listen, Günsche.	False	True	[Günsche]	[]	[]
Excuse me, Madam.	False	True	[Madam]	[]	[]
My Führer, preserve our belief in the final victory!	False	True	[Führer]	[]	[]
You may call me Frau Hitler.	False	True	[Frau, Hitler]	[]	[]
- I must report to the Führer.	False	True	[Führer]	[]	[]
Come on, Blondi.	False	True	[Blondi]	[]	[]
Frau Junge, let me give you this coat as a going-away present.	False	True	[Frau, Junge]	[]	[]
Let go of Grandma!	False	True	[Grandma]	[]	[]
Run, Grandpa, run!	False	True	[Grandpa]	[]	[]
And I will defend it against the Reds to my dying breath!	False	True	[Reds]	[]	[]
We must surrender to the Russians!	False	True	[Russians]	[]	[]
The Russians will get us if we stay.	False	True	[Russians]	[]	[]
Then talk to the Brigadeführer.	False	True	[Brigadeführer]	[]	[]
That I would kill myself the moment the Russians captured me.	False	True	[Russians]	[]	[]
You can get two girls deluxe Shiatsu massage.	False	True	[Shiatsu]	[]	[]
I'll take the Special.	False	True	[Special]	[]	[]
Well how about you call Barbara. Let her know Jim is here.	False	True	[Barbara, Jim]	[]	[]
Try Charisse. She's really great.	False	True	[Charisse]	[]	[]
I...didn't come here to see Charisse. I'm sorry.	False	True	[Charisse]	[]	[]
I'll see you later. I'll call you. Umm...	False	True	[Umm]	[]	[]
Yum Moon must miss women too	False	True	[Yum, Moon]	[]	[]
See if you can find one who looks like Lady Jung-hwa	False	True	[Lady, Jung]	[]	[]
I'll leave a lieutenant behind in Mujinju	False	True	[Mujinju]	[]	[]
I'll go to Dukjin Harbor now	False	True	[Dukjin, Harbor]	[]	[]
Get ready to patrol the Palgeum waters	False	True	[Palgeum]	[]	[]
I'll discuss the defense of Chunghae with the governor	False	True	[Chunghae]	[]	[]
If Lady Jung-hwa were in Chunghae, she would surely know we're in Chunghae and if she did, she'd have come to see Captain Jang by now	False	True	[Lady, Jung, hwa, Chunghae, Chunghae, Captain, Jang]	[]	[]
I'll wipe out the pirates You stay with Lady Chae-ryung	False	True	[Lady, Chae, ryung]	[]	[]
I came to Chunghae to wipe out pirates, and I'll do my duty	False	True	[Chunghae]	[]	[]
The merchant ship will leave Dukjin Harbor, and pass through Palgeum and Sadang waters	False	True	[Dukjin, Harbor, Palgeum, Sadang]	[]	[]
First, we'll attack the ship while it is passing through Sadang waters, and lure them ashore	False	True	[Sadang]	[]	[]
This is our chance to get rid of Jang Bogo, and suppress the Sul Pyong Group	False	True	[Jang, Bogo, Sul, Pyong, Group]	[]	[]
Madam, Chief Kwon will accept your offer	False	True	[Madam, Chief, Kwon]	[]	[]
He must trust her deeply if he'd take her advice and go to Chunghae	False	True	[Chunghae]	[]	[]
Send a message to Master Yi	False	True	[Master, Yi]	[]	[]
I'll take care of Kim Woo-jing	False	True	[Kim, Woo, jing]	[]	[]
As you must know, Jang Bogo has set up a base in Chunghae in preparation for suppressing pirates	False	True	[Jang, Bogo, Chunghae]	[]	[]
I must kill Jang Bogo with my own hands someday	False	True	[Jang, Bogo]	[]	[]
Jang Bogo will gain an even more powerful ally	False	True	[Jang, Bogo]	[]	[]
You should get rid of Kim Woo-jing	False	True	[Kim, Woo, jing]	[]	[]
Soon-jong, please let us lead a quiet life	False	True	[jong]	[]	[]
Master, we must reject her proposition	False	True	[Master]	[]	[]
Jang Bogo will gain more power if Kim Woo-jing becomes the regent	False	True	[Jang, Bogo, Kim, Woo, jing]	[]	[]
Pirates in the Jinwol area have unified a dozen smaller pirate gangs, and become the dominant power	False	True	[Jinwol]	[]	[]
I plan to first suppress the smaller pirate gangs under their command, and then attack the Jinwol pirates	False	True	[Jinwol]	[]	[]
China must have been a land of opportunity for you then, but you will realize your dreams in Chungae	False	True	[Chungae]	[]	[China]
They will establish their group's base in Chunghae	False	True	[Chunghae]	[]	[]
When Captain Jang establishes his base in Chunghae, it'll become even more prosperous than Dukjin Harbor	False	True	[Captain, Jang, Chunghae, Dukjin, Harbor]	[]	[]
(LAUGHING) You know, Blame it on Rio.	False	True	[Rio]	[]	[]
God, I'd love to live like this.	False	True	[God]	[]	[]
Fuck this... (GROANS)	False	True	[GROANS]	[]	[]
So do I. Let's solve it.	False	True	[I.]	[]	[]
- (SHUSHING) Just give me a second.	False	True	[SHUSHING]	[]	[]
- God damn it.	False	True	[God]	[]	[]
You wake Boo up, I'll kick your ass.	False	True	[Boo]	[]	[]
Look... (BOBBY LAUGHING)	False	True	[BOBBY]	[]	[]
You can listen to that faggoty shit all the way home.	False	True	[faggoty]	[]	[]
Okay, yeah, tell him it's Mooney.	False	True	[Mooney]	[]	[]
On Monday, they'll start with payroll, so you're up first, Andy.	False	True	[Andy]	[Monday]	[]
Well, like you said, just blame it on Rio.	False	True	[Rio]	[]	[]
- Look, Miss, our father...	False	True	[Miss]	[]	[]
Wait a minute, I got a Nanette Hanson.	False	True	[Nanette, Hanson]	[]	[]
Come on, you're going to pass with flying colors, Dad.	False	True	[Dad]	[]	[]
If you'll take this to Window C, they'll give you the eye test.	False	True	[Window, C]	[]	[]
- Sir, sir, just stay behind the yellow line.	False	True	[Sir]	[]	[]
Doris had to baby-sit, I had to get down to the DMV, get my eyes tested.	False	True	[Doris, DMV]	[]	[]
"""Remember the mercy with which you graced your daughter, Nanette, in this life."	False	True	[Nanette]	[]	[]
Look, Dad, if you weren't going to pay for it, you should have just said so and saved me the humiliation of having to tell all my friends that you're a loser.	False	True	[Dad]	[]	[]
Meet me at Mooney's.	False	True	[Mooney]	[]	[]
Please give me a call at 555-2649 and ask for Mike Steuben.	False	True	[Mike, Steuben]	[]	[]
Unless you'd like to upgrade to an SUV, which I could offer you for 29...	False	True	[SUV]	[]	[]
I think it was a CD. Oh, well, you would talk to Mr. Steuben, then.	False	True	[Mr., Steuben]	[]	[]
Chris, go fucking wait outside.	False	True	[Chris]	[]	[]
"""But the Lord Jesus will change our mortal bodies to be like his in glory."	False	True	[Lord, Jesus]	[]	[]
"""So let us commend our sister to the Lord."""	False	True	[Lord]	[]	[]
Manage to seem to still like Hank.	False	True	[Hank]	[]	[]
For God's sake, say something.	False	True	[God]	[]	[]
Call Chris, tell her to get her brother over to her apartment.	False	True	[Chris]	[]	[]
Call Chris.	False	True	[Chris]	[]	[]
- Think, God damn it, you think!	False	True	[God]	[]	[]
"""If that is your wish Father, I shall go."""	False	True	[Father]	[]	[]
Let the World just hurry by	False	True	[World]	[]	[]
Make Sita your wife, Ravana.	False	True	[Sita, Ravana]	[]	[]
While Sita is unguarded, I'll grab her!	False	True	[Sita]	[]	[]
I mean, no, remember, she's not wearing any jewelry 'cause she left everything before she left Ayodhya and she came -	False	True	[Ayodhya]	[]	[]
Now go, find Sita!	False	True	[Sita]	[]	[]
"but she's still, ""Ram will come here and you still have one last chance"	False	True	[Ram]	[]	[]
Give me back to Rama, or you shall soon hear his mighty bow that resounds like Indra's thunderbolt!	False	True	[Indra]	[]	[Rama]
Your ugly yellow eyes should fall out of your head as you stare at me so lustfully, Ravana.	False	True	[Ravana]	[]	[]
"""and he's virtuous, and he will kill Ravan, and..."""	False	True	[Ravan]	[]	[]
Assemble the Monkey Warriors.	False	True	[Monkey, Warriors]	[]	[]
We shall cross the sea to Lanka and rescue Sita.	False	True	[Lanka, Sita]	[]	[]
If you want the rainbow, you must have the rain.	False	True	[rainbow]	[]	[]
If you want the rainbow, you must have the rain.	False	True	[rainbow]	[]	[]
If you want the rainbow, you must have the rain.	False	True	[rainbow]	[]	[]
Look for brighter weather, oh watch for the Sun again	False	True	[Sun]	[]	[]
If you want the rainbow, why, you just must have the rain.	False	True	[rainbow]	[]	[]
"The dhobi's wife, she's with somebody else and when she comes back he goes, ""What do you think I'm like Ram, to take somebody back now after she's -"	False	True	[Ram]	[]	[]
You must drive Sita to the forest and abandon her there.	False	True	[Sita]	[]	[]
Moanin' low, my sweet man is gonna go, when he goes, Lordy!	False	True	[Moanin, Lordy]	[]	[]
Luv, Kush, let us sing the praises of Rama.	False	True	[Luv, Kush]	[]	[Rama]
"This aching heart of mine is singing, ""Lover come back to me,"" when"	False	True	[Lover]	[]	[]
"""Lover come back to me."""	False	True	[Lover]	[]	[]
Lover come back to me!	False	True	[Lover]	[]	[]
Return to Ayodhya Palace to rule with me for eternity!	False	True	[Ayodhya, Palace]	[]	[]
Hey Mr. Parson, stand by, for I've got a feeling I'm falling	False	True	[Mr., Parson]	[]	[]
Let's get something straight here, this facility is dedicated to the research of Maxwell Anderson's theories predicting the volcanic fissures--	False	True	[Maxwell, Anderson]	[]	[]
As long as you keep stocked with Mountain Dew and TiVo Family Guy, we'll get along fine.	False	True	[Mountain, Dew, TiVo, Family, Guy]	[]	[]
Hey, Sean, let's go check out my lab.	False	True	[Sean]	[]	[]
"TREVOR: ""Descend, bold traveler, into the crater of the jokul of Sneffels which the shadow of Scartaris touches before the kalends of july and you will attain the center of the Earth."""	False	True	[TREVOR, Sneffels, Scartaris, july, Earth]	[]	[]
See, the markings are exactly the same. Your brother was a Vernian.	False	True	[Vernian]	[]	[]
-l would appreciate that.	False	True	[-l]	[]	[]
-Call me Treνor. -You can call me Sean.	False	True	[Treνor, Sean]	[]	[]
Could tell me a lot about Max.	False	True	[Max]	[]	[]
Okay, we need to take cover. Come on, Sean. Right now.	False	True	[Sean]	[]	[]
-Trevor, just leave it for now. TREVOR: I'νe almost got it.	False	True	[TREVOR, I'νe]	[]	[]
SEAN: Guys, come on, you gotta help me dig.	False	True	[SEAN]	[]	[]
Pay attention, Sean.	False	True	[Sean]	[]	[]
HANNAH: Good. Sean, keep walking.	False	True	[HANNAH]	[]	[]
Okay, Sean, just make conversation with me.	False	True	[Sean]	[]	[]
Get to the wall, Trevor.	False	True	[Trevor]	[]	[]
Hannah, that thing could blow up.	False	True	[Hannah]	[]	[]
Well, if what Verne wrote was right these tunnels could go for hundreds, thousands of miles.	False	True	[Verne]	[]	[]
Eat your trilobite, Sean.	False	True	[Sean]	[]	[]
HANNAH: Well, get on. SEAN:	False	True	[HANNAH]	[]	[]
Hannah, hold the slack.	False	True	[Hannah]	[]	[]
Hannah, drink it. Come on. Duck!	False	True	[Hannah]	[]	[]
Leonard, I'm back. Stop doing what you're doing.	False	True	[Leonard]	[]	[]
Come on. [ENGLISH SDH]	False	True	[ENGLISH, SDH]	[]	[]
Come on, Alan.	False	True	[Alan]	[]	[]
I'm sure if there's one, Phil will sniff it out.	False	True	[Phil]	[]	[]
Come on, just 'till Barstow.	False	True	[Barstow]	[]	[]
Tracy did mention that we shouldn't let him gamble or drink to much.	False	True	[Tracy]	[]	[]
We have a reservation under Dr. Price./ Okay, let me look that up for you.	False	True	[Dr., Price./]	[]	[]
Give her your credit card./ I can't give her my credit card.	False	True	[card./]	[]	[]
So you can figure it out then./ Perfect.	False	True	[then./]	[]	[]
Or should I say thank you, Stu.	False	True	[Stu]	[]	[]
Guy's come on up here.	False	True	[Guy]	[]	[]
Alan, come here, buddy./ Get in here, crazy.	False	True	[Alan]	[]	[]
Alan, go wake up Doug.	False	True	[Alan, Doug]	[]	[]
Let's go hook up with Doug.	False	True	[Doug]	[]	[]
Hey, Phil, look.	False	True	[Phil]	[]	[]
Doug would love it.	False	True	[Doug]	[]	[]
Phil, stop the car.	False	True	[Phil]	[]	[]
Felix, you can put your robe on.	False	True	[Felix]	[]	[]
Oh, god./ Look at that.	False	True	[god./]	[]	[]
Get out of the car./ It's a baby goat.	False	True	[car./]	[]	[]
Get out of the fuckin' car./ Phil, he's got a gun./ No shit he's gotta gun.	False	True	[fuckin, car./, Phil, gun./]	[]	[]
Shut up, Alan.	False	True	[Alan]	[]	[]
Chop chop./ Just spin around.	False	True	[Chop]	[]	[]
Wait a second./ I'll go over.	False	True	[second./]	[]	[]
Let's steal a cop car, 'cause it'll be really fuckin' funny.	False	True	[fuckin]	[]	[]
Open it./ Okay.	False	True	[it./]	[]	[]
Let's just calm down./ You fuckin' calm down.	False	True	[You, fuckin]	[]	[]
Stu, keep it down.	False	True	[Stu]	[]	[]
Mr. Tyson would like to know why is his tiger in your bathroom.	False	True	[Mr., Tyson]	[]	[]
Maybe the tiger would ate them up like Omar.	False	True	[Omar]	[]	[]
Come on, Champ.	False	True	[Champ]	[]	[]
Alan should do it.	False	True	[Alan]	[]	[]
Alan took a punch from Mike Tyson, come on.	False	True	[Alan, Mike, Tyson]	[]	[]
Phil, just do it.	False	True	[Phil]	[]	[]
Do they dream of mauling zebras or Halle Berry in her Catwoman suite.	False	True	[Halle, Berry, Catwoman]	[]	[]
Come on in. Mike's got something he wants to show you.	False	True	[Mike]	[]	[]
Check it out, Stu.	False	True	[Stu]	[]	[]
Just stay focus on Doug.	False	True	[Doug]	[]	[]
Alan, relax.	False	True	[Alan]	[]	[]
Chill out, goatie.	False	True	[goatie]	[]	[]
Bring money to Big Rock in Mojave Desert at dawn.	False	True	[Mojave, Desert]	[]	[Big Rock]
Or we could just focus on getting Doug back right now.	False	True	[Doug]	[]	[]
Phil, just do something.	False	True	[Phil]	[]	[]
We would very much appreciate an opportunity to see Doug...	False	True	[Doug]	[]	[]
God, damn it!	False	True	[God]	[]	[]
Listen, Trace, I'm really sorry...	False	True	[Trace]	[]	[]
Stu, talk to me.	False	True	[Stu]	[]	[]
Listen, Jade...	False	True	[Jade]	[]	[]
Fuckin' give it to me baby nice and slow.	False	True	[Fuckin]	[]	[]
Start the prayers, Guru!	False	True	[Guru]	[]	[]
Tell me the truth, Bhairava!	False	True	[Bhairava]	[]	[]
You'll come back, Bhairava!	False	True	[Bhairava]	[]	[]
See the secrets of her orange sari...	False	True	[orange, sari]	[]	[]
Buddy, a girl is waving hands, if we pick her, cost will ease.	False	True	[Buddy]	[]	[]
Please give me Rani's address.	False	True	[Rani]	[]	[]
I'll manage and bring her to Rock Garden restaurant.	False	True	[Rock, Garden]	[]	[]
I'll file a case tomorrow in Supreme court.	False	True	[Supreme]	[tomorrow]	[]
Harsha, leave him.	False	True	[Harsha]	[]	[]
Hey Pilot, start rolling.	False	True	[Pilot]	[]	[]
- Pilot, go down.	False	True	[Pilot]	[]	[]
Third day after this, a comet will fall, according to the horoscope of the princess, this will bring calamity to us and this kingdom, King.	False	True	[King]	[Third day]	[]
Yes King, I do see indications of it already.	False	True	[King]	[]	[]
No need of a week my lord, say yes and one day is enough.	False	True	[lord]	[a week]	[]
When a sword pierces into his heart, even he'll bleed to death, Mansingh.	False	True	[Mansingh]	[]	[]
Remember this Mansingh, I, Sher Khan will rewrite that legend.	False	True	[Mansingh, Sher, Khan]	[]	[]
I'll kill Bhairava in this war,	False	True	[Bhairava]	[]	[]
If I desire anything, I must get it. Remember it, Bhairava!	False	True	[Bhairava]	[]	[]
Order me, King!	False	True	[King]	[]	[]
Sher Khan is waiting on our boundary with an army, people are living in fear, competition must happen under these circumstances, not to know who the best is,	False	True	[Sher, Khan]	[]	[]
it must go on to find a beau for Princess, and to know who will become heir to the throne.	False	True	[Princess]	[]	[]
Mithravinda must marry the man who brings back her upper cloth.	False	True	[Mithravinda]	[]	[]
I'll let him come back alive, Princess.	False	True	[Princess]	[]	[]
Pull up Badshah!	False	True	[Badshah]	[]	[]
Bhairava will win!	False	True	[Bhairava]	[]	[]
To save Mithravinda's honour, and Udhaigarh's prestige,	False	True	[Mithravinda, Udhaigarh]	[]	[]
Arrangements for outing is ready, come madam.	False	True	[madam]	[]	[]
Princess, get ready...	False	True	[Princess]	[]	[]
Beat the drums to please the God.	False	True	[God]	[]	[]
Bhairava, save the princess.	False	True	[Bhairava]	[]	[]
I'll cut his head, and you must watch me offering prayers to Lord Kalabhairava with his blood.	False	True	[Lord, Kalabhairava]	[]	[]
Forgive me, Bhairava.	False	True	[Bhairava]	[]	[]
Atleast, accompany me in my death, Bhairava.	False	True	[Bhairava]	[]	[]
Come, Yesu Thomas.	False	True	[Yesu, Thomas]	[]	[]
Doctor, make it fast.	False	True	[Doctor]	[]	[]
Convert all your energy in to vengeance, Ranadev Billa.	False	True	[Ranadev, Billa]	[]	[]
Kalabhairava himself must feel the heat and end this centuries old rivalry.	False	True	[Kalabhairava]	[centuries]	[]
Tell me, Ghora.	False	True	[Ghora]	[]	[]
Make sure he doesn't meet Indu.	False	True	[Indu]	[]	[]
Then, you will win, Raghu Veer.	False	True	[Raghu, Veer]	[]	[]
Accompany me in my death, Bhairava.	False	True	[Bhairava]	[]	[]
Forgive me, Bhairava.	False	True	[Bhairava]	[]	[]
Hey Solomon, take us there.	False	True	[Solomon]	[]	[]
Come on, Ron.	False	True	[Ron]	[]	[]
Come on, Skinny.	False	True	[Skinny]	[]	[]
I'd rather think of it like metal slicing through a herd of buffalo.	False	True	[buffalo]	[]	[]
Show me what Smiley taught you.	False	True	[Smiley]	[]	[]
Cut it out, Skinny.	False	True	[Skinny]	[]	[]
Cut it out, Skinny.	False	True	[Skinny]	[]	[]
Stop it, Skinny.	False	True	[Skinny]	[]	[]
Goddamn it, Baptiste, let me go or I swear I'm gonna--	False	True	[Baptiste]	[]	[]
Oh, God, help us.	False	True	[God]	[]	[]
Beth will understand.	False	True	[Beth]	[]	[]
Hey, this is Jake , leave a message.	False	True	[Jake]	[]	[]
- Leave it alone, Jacob.	False	True	[Jacob]	[]	[]
Lose the grin, Jacob It is just a ride.	False	True	[Jacob]	[]	[]
Glad to have you here Bella.	False	True	[Bella]	[]	[]
Maybe you can break Jacob's obsession.	False	True	[Jacob]	[]	[]
- Maybe I should call Bella.	False	True	[Bella]	[]	[]
- Maybe I should call Bella and hang up.	False	True	[Bella]	[]	[]
If you are here to torture Jacob some more, please feel free to leave	False	True	[Jacob]	[]	[]
Wolf telepathy, remember.	False	True	[Wolf]	[]	[]
Bella, come on please.	False	True	[Bella]	[]	[]
Edward could be least respect meal times.	False	True	[Edward]	[]	[]
- Look for Victoria.	False	True	[Victoria]	[]	[]
See Vjeæa members.	False	True	[Vjeæa]	[]	[]
Sharp Teeth by raskidali warriors, but only by a fire could destroy it.	False	True	[Sharp, Teeth]	[]	[]
Think of all odgodi. Problem solved.	False	True	[Problem]	[]	[]
- Jacob please go.	False	True	[Jacob]	[]	[]
But Victoria can disappear the sign of danger.	False	True	[Victoria]	[]	[]
Rose Hey, come here.	False	True	[Rose, Hey]	[]	[]
Skreniti somewhere, stuck somewhere, fall in love many times.	False	True	[Skreniti]	[]	[]
- Carlisle will hurt. - We all need training.	False	True	[Carlisle]	[]	[]
I will just hide until you preuzima all the risk for me.	False	True	[preuzima]	[]	[]
Marriage is a requirement to be promjeni you, do not.	False	True	[promjeni]	[]	[]
- Do they podcjeniti, Reilly.	False	True	[Reilly]	[]	[]
You're Numeric nadmoæ, but they can anticipate your every step.	False	True	[Numeric]	[]	[]
Newborn will go mad.	False	True	[Newborn]	[]	[]
Seth will replace me in the morning.	False	True	[Seth]	[]	[]
- Get your hands off her. - Do not be svaðajte.	False	True	[svaðajte]	[]	[]
I can hear her thoughts. Seth go.	False	True	[Seth]	[]	[]
Think small, you know the Forks area.	False	True	[Forks]	[]	[]
Would you like to feel the pain you felt when I killed James.	False	True	[James]	[]	[]
Make sure Felix.	False	True	[Felix]	[]	[]
Doctor break his bones.	False	True	[Doctor]	[]	[]
- I could have alone. - Let me stop Liah.	False	True	[Liah]	[]	[]
Yes, I would hit me Edward will be in the mind ..	False	True	[Edward]	[]	[]
You can sit next to Elias then.	False	True	[Elias]	[]	[]
And you'll just walk home, ratboy.	False	True	[ratboy]	[]	[]
We'll end up having to move Elias to another school, because Sofus is a sadistic little psychopath!	False	True	[Elias, Sofus]	[]	[]
Come on, Elias.	False	True	[Elias]	[]	[]
- Take care, Elias.	False	True	[Elias]	[]	[]
- Maybe you should shut up now, Lars.	False	True	[Lars]	[]	[]
- Stop it, Lars.	False	True	[Lars]	[]	[]
Get the hell back to Sweden, you fag.	False	True	[fag]	[]	[Sweden]
Come on, Morten.	False	True	[Morten]	[]	[]
Put down IV.	False	True	[IV]	[]	[]
Look at me, Christian.	False	True	[Christian]	[]	[]
- Please, Anton, stop.	False	True	[Anton]	[]	[]
Maybe Omar can have her.	False	True	[Omar]	[]	[]
He would like to see Elias.	False	True	[Elias]	[]	[]
- I would like to see Elias on my own.	False	True	[Elias]	[]	[]
Get away from the edge, Christian.	False	True	[Christian]	[]	[]
Elias' mom is downstairs, and would like to talk to you.	False	True	[Elias]	[]	[]
- Morten, come on.	False	True	[Morten]	[]	[]
Understand this, Erik...	False	True	[Erik]	[]	[Understand]
Raven, get your coat, please.	False	True	[Raven]	[]	[]
So unless he magically traveled 3,000 Miles in the last 10 minutes, listen to me, I suggest that you stop wasting my time.	False	True	[Miles]	[]	[]
Let's just say I'm Frankenstein's monster.	False	True	[Frankenstein]	[]	[]
"I say ""MCRL,"" you would say ""AUBURN HAIR."""	False	True	[MCRL, AUBURN, HAIR]	[]	[]
I'll do it, I swear to God.	False	True	[God]	[]	[]
I could ask you about your son, William, who you were thinking about, which is very nice.	False	True	[William]	[]	[]
You'd think the director of the CIA would have a little more composure.	False	True	[CIA]	[]	[]
Please, Erik, calm your mind.	False	True	[Erik]	[]	[]
I'll say. Hank here graduated Harvard at the age of 15.	False	True	[Hank, Harvard]	[the age of 15]	[]
Excuse me, I'm Erik lensherr.	False	True	[Erik]	[]	[]
CIA will want to question you themselves.	False	True	[CIA]	[]	[]
Let's see what kgb think about this.	False	True	[kgb]	[]	[]
I will teach you to control this, Alex.	False	True	[Alex]	[]	[]
Come on, Hank.	False	True	[Hank]	[]	[]
Reverse course and return to port in Odessa.	False	True	[Odessa]	[]	[]
Aral sea, come in.	False	True	[Aral, sea]	[]	[]
Beast, open the bomb bay doors!	False	True	[Beast]	[]	[]
Erik, take my hand!	False	True	[Erik]	[]	[]
Erik, take my hand!	False	True	[Erik]	[]	[]
Beast, havok, back him up.	False	True	[Beast, havok]	[]	[]
Erik, I can guide you through once you're in, but I need you to shut down whatever it is that's blocking me, then we just hope to God it's not too late for me to stop him.	False	True	[Erik, God]	[]	[]
Raven, stop!	False	True	[Raven]	[]	[]
Erik, make for the middle of the vessel.	False	True	[Erik]	[]	[]
Erik, whatever you're doing, keep doing it.	False	True	[Erik]	[]	[]
Stop! Azazel.	False	True	[Azazel]	[]	[]
Go ahead, Charles.	False	True	[Charles]	[]	[]
Erik, release them!	False	True	[Erik]	[]	[]
Erik, stop!	False	True	[Erik]	[]	[]
Wait, Charles.	False	True	[Charles]	[]	[]
They can threaten me all they want, Charles.	False	True	[Charles]	[]	[]
Go on, father's watching.	False	True	[father]	[]	[]
Tell Bran he's coming too.	False	True	[Bran]	[]	[]
( Whispers ) Forgive me, Lord.	False	True	[Whispers, Lord]	[]	[]
Father will know if you do.	False	True	[Father]	[]	[]
You can always say no, Ned.	False	True	[Ned]	[]	[]
We'll need plenty of candles for Lord Tyrion's chamber.	False	True	[Lord, Tyrion]	[]	[]
Go on, Tommy, shear him good.	False	True	[Tommy]	[]	[]
Tell him the King is close.	False	True	[King]	[]	[]
Tell me about Jon Arryn.	False	True	[Jon, Arryn]	[]	[]
I need you, Ned-- down at King's Landing, not up here where you're no damn use to anybody.	False	True	[King, Landing]	[]	[Ned--]
I would name you the Hand of the King.	False	True	[Hand, King]	[]	[]
Soon you will cross the Narrow Sea and take back your father's throne.	False	True	[Narrow, Sea]	[]	[]
I would let his whole tribe fuck you-- all 40,000 men and their horses too if that's what it took.	False	True	[you--]	[]	[]
Please make father say yes!	False	True	[father]	[]	[]
Boys, Rodrik, come on.	False	True	[Rodrik]	[]	[]
- Father will let me if you ask him.	False	True	[Father]	[]	[]
Let me give you some advice, bastard.	False	True	[bastard]	[]	[]
( Gasps ) Stop!	False	True	[Gasps]	[]	[]
Bring you the one and only lovesick blues boy, Hank Williams.	False	True	[Hank, Williams]	[]	[]
YOUNG LADY: (SINGING) Say hey, good lookin'	False	True	[YOUNG, LADY, lookin]	[]	[]
Wanna make things right.	False	True	[Wanna]	[]	[]
Get me some Falstaff.	False	True	[Falstaff]	[]	[]
(KEEP ON THE SUNNY SIDE PLAYING)	False	True	[ON, SUNNY, SIDE]	[]	[]
Just get to Chattanooga.	False	True	[Chattanooga]	[]	[]
Swing low, chariot Stop and let me ride	False	True	[Stop]	[]	[]
Rock me, Lord Rock me, Lord Calm and easy	False	True	[Lord, Rock, Lord, Calm]	[]	[]
Swing low, chariot Stop and let me ride Rock me, Lord Rock me, Lord Calm and easy I got a home on the other side	False	True	[Stop, Rock, Lord, Rock, Lord, Calm]	[]	[]
Swing low, chariot Stop and let me ride	False	True	[Stop]	[]	[]
Rock me, Lord Rock me, Lord Calm and easy	False	True	[Lord, Rock, Lord, Calm]	[]	[]
Person to person collect call for Mr. O'Keefe from Mr. Wells.	False	True	[Mr., O'Keefe, Mr., Wells]	[]	[]
Need me a shot of B12.	False	True	[B12]	[]	[]
Guess I better go get that shot of B12.	False	True	[B12]	[]	[]
Just pay the damn fine, Sorbonne.	False	True	[Sorbonne]	[]	[]
Just get me into Bristol.	False	True	[Bristol]	[]	[]
PREACHER ON RADIO:	False	True	[ON]	[]	[]
Folks, this Bible-thumper can only tell it like it is and spread the good word. Now, I ain't much asking for help.	False	True	[Bible]	[]	[]
I'd think of handsome Molly wherever she may be	False	True	[Molly]	[]	[]
(SIGHS) Tell you what.	False	True	[SIGHS]	[]	[]
(SINGING) Trouble, leave me alone	False	True	[SINGING, Trouble]	[]	[]
Figured I might have to get while the gettin' was good and find somebody else to bail your ass out.	False	True	[Figured]	[]	[]
Mr. O'Keefe will meet us there.	False	True	[Mr., O'Keefe]	[]	[]
This may come as a surprise to you, Sorbonne, but I have a reputation of being a bit of a problem child.	False	True	[Sorbonne]	[]	[]
I want you to take my Cadillac, and go back to that filling' station and get you a date for New Year's.	False	True	[Cadillac, New, Year]	[]	[]
Mr. Wells, look at me.	False	True	[Mr., Wells]	[]	[]
OI' Luke, he can fend for himself pretty good.	False	True	[OI, Luke]	[]	[]
CHOIR: (SINGING) Tell me of ahomefarbeyondtheskies	False	True	[CHOIR]	[]	[]
Elected Vice President Richard M. Nixon will serve as grand marshal of the Tournament of Roses parade in California. Riding in his open car will be his wife and two small children.	False	True	[Vice, President, Richard, M., Nixon, Tournament, Roses]	[]	[California]
Come on, Luke, time to wake up.	False	True	[Luke]	[]	[]
(SIGHS) Well, we'll take him back to Alabama, I guess.	False	True	[SIGHS]	[]	[Alabama]
Well, you can go wherever you wanna go.	False	True	[wanna]	[]	[]
Daddy will do it alone then, Tai-Chan.	False	True	[Tai, Chan]	[]	[]
Tai-Chan, here, sound the bell.	False	True	[Tai, Chan]	[]	[]
Actually, we should probably do a close-up of your-- those whiskers.	False	True	[your--]	[]	[]
Bobby, let Mommy sleep.	False	True	[Bobby, Mommy]	[]	[]
