word,count,freq,log_freq,tfidf,tfiedf
product,13,8.91e-05,-9.32575122348751,-1.3939895766529409,145903.47923681256
1,153,0.00105,-6.8589651148127055,-22.30657211968892,145714.2857142857
shower,4,2.75e-05,-10.501324553291749,-0.38090433065857,145454.54545454544
cheating,2,1.38e-05,-11.190841965801114,-0.17871756263844504,144927.53623188406
convert,2,1.38e-05,-11.190841965801114,-0.17871756263844504,144927.53623188406
"7,7",2,1.38e-05,-11.190841965801114,-0.17871756263844504,144927.53623188406
nerve,2,1.38e-05,-11.190841965801114,-0.17871756263844504,144927.53623188406
"3,9",2,1.38e-05,-11.190841965801114,-0.17871756263844504,144927.53623188406
divided,5,3.47e-05,-10.26877087101146,-0.48691319173504033,144092.2190201729
jerusalem,3,2.09e-05,-10.77576139899351,-0.2784026008853731,143540.66985645934
framework,3,2.09e-05,-10.77576139899351,-0.2784026008853731,143540.66985645934
glasses,3,2.09e-05,-10.77576139899351,-0.2784026008853731,143540.66985645934
civilians,2,1.41e-05,-11.169335760580152,-0.17906167769247158,141843.97163120567
orientation,2,1.41e-05,-11.169335760580152,-0.17906167769247158,141843.97163120567
z,4,2.82e-05,-10.476188580020207,-0.3818182509265488,141843.97163120567
probably,31,0.000219,-8.426438828147774,-3.678896937630075,141552.5114155251
half,36,0.000257,-8.266434473069054,-4.35496103154065,140077.82101167314
doing,52,0.000372,-7.8966167036911274,-6.585098650627624,139784.94623655913
quarter,7,5.01e-05,-9.901489549873455,-0.7069643375111639,139720.55888223552
feeling,18,0.000129,-8.955698153602603,-2.0098935550612715,139534.88372093023
exactly,18,0.000129,-8.955698153602603,-2.0098935550612715,139534.88372093023
ability,13,9.33e-05,-9.279690450110976,-1.4009087986167181,139335.47695605573
household,4,2.88e-05,-10.455135170822373,-0.3825871148144487,138888.8888888889
server,4,2.88e-05,-10.455135170822373,-0.3825871148144487,138888.8888888889
complicated,4,2.88e-05,-10.455135170822373,-0.3825871148144487,138888.8888888889
clothing,4,2.88e-05,-10.455135170822373,-0.3825871148144487,138888.8888888889
e,29,0.000209,-8.473176305999463,-3.4225653937433647,138755.98086124402
chance,23,0.000166,-8.703522769607732,-2.6426081264835495,138554.2168674699
finish,10,7.24e-05,-9.533304258572603,-1.048954248051795,138121.54696132598
install,2,1.45e-05,-11.141361908537746,-0.17951126769047673,137931.0344827586
uncomfortable,2,1.45e-05,-11.141361908537746,-0.17951126769047673,137931.0344827586
agents,5,3.63e-05,-10.223692816693468,-0.4890600773759449,137741.04683195593
stronger,5,3.63e-05,-10.223692816693468,-0.4890600773759449,137741.04683195593
0,25,0.000182,-8.611503870887478,-2.903093394002454,137362.63736263735
sentence,6,4.37e-05,-10.03816245586273,-0.5977189576659755,137299.77116704805
know,177,0.00129,-6.653113060608557,-26.604087197611804,137209.3023255814
attracted,3,2.19e-05,-10.729023921141819,-0.27961537061059416,136986.301369863
h,15,0.00011,-9.115030192171858,-1.6456336055674565,136363.63636363635
something,84,0.000617,-7.3906415340588865,-11.36572510152144,136142.62560777957
positive,13,9.55e-05,-9.25638431047759,-1.4044360696308704,136125.65445026176
seems,22,0.000162,-8.72791422273189,-2.5206480538845013,135802.46913580247
maintenance,4,2.95e-05,-10.4311202946185,-0.38346791974622635,135593.22033898305
academy,4,2.95e-05,-10.4311202946185,-0.38346791974622635,135593.22033898305
clubs,4,2.95e-05,-10.4311202946185,-0.38346791974622635,135593.22033898305
explanation,4,2.95e-05,-10.4311202946185,-0.38346791974622635,135593.22033898305
simultaneously,2,1.48e-05,-11.120883377194204,-0.17984182840199872,135135.13513513512
barrier,2,1.48e-05,-11.120883377194204,-0.17984182840199872,135135.13513513512
cents,2,1.48e-05,-11.120883377194204,-0.17984182840199872,135135.13513513512
urgent,2,1.48e-05,-11.120883377194204,-0.17984182840199872,135135.13513513512
wasted,2,1.48e-05,-11.120883377194204,-0.17984182840199872,135135.13513513512
free,49,0.000363,-7.921107723699423,-6.186003487036956,134986.2258953168
weeks,19,0.000141,-8.866750667586105,-2.1428368420753827,134751.7730496454
aside,5,3.72e-05,-10.199201796685173,-0.4902344418388743,134408.60215053763
compensation,3,2.24e-05,-10.70644959910328,-0.2802049336926095,133928.57142857142
collective,3,2.24e-05,-10.70644959910328,-0.2802049336926095,133928.57142857142
natural,18,0.000135,-8.910235779525845,-2.020148562326581,133333.33333333334
forever,7,5.25e-05,-9.854697388366697,-0.7103211518461624,133333.3333333333
decisions,7,5.25e-05,-9.854697388366697,-0.7103211518461624,133333.3333333333
movement,14,0.000105,-9.161550207806751,-1.5281256645922545,133333.3333333333
can,375,0.00282,-5.871018394032115,-63.87307530516123,132978.72340425532
earning,2,1.51e-05,-11.100815814143395,-0.18016693849219872,132450.33112582783
sorts,2,1.51e-05,-11.100815814143395,-0.18016693849219872,132450.33112582783
throne,2,1.51e-05,-11.100815814143395,-0.18016693849219872,132450.33112582783
we're,27,0.000204,-8.497390564120058,-3.177446040200456,132352.9411764706
worth,17,0.000129,-8.955698153602603,-1.898232802002312,131782.9457364341
animals,10,7.59e-05,-9.48609387356269,-1.0541746827816605,131752.30566534915
that's,83,0.000631,-7.368204695423061,-11.264616474560956,131537.24247226623
because,134,0.00102,-6.887952651685957,-19.45425684179187,131372.54901960783
likes,6,4.57e-05,-9.993412260064115,-0.600395524957709,131291.0284463895
engineering,6,4.57e-05,-9.993412260064115,-0.600395524957709,131291.0284463895
average,19,0.000145,-8.8387768155437,-2.1496187081663805,131034.4827586207
conservation,3,2.29e-05,-10.68437364740408,-0.28078389047437446,131004.36681222708
log,3,2.29e-05,-10.68437364740408,-0.28078389047437446,131004.36681222708
biological,3,2.29e-05,-10.68437364740408,-0.28078389047437446,131004.36681222708
science,18,0.000138,-8.88825687280707,-2.0251439914016887,130434.78260869566
cool,18,0.000138,-8.88825687280707,-2.0251439914016887,130434.78260869566
work,116,0.000891,-7.023166130493465,-16.516767202237542,130190.79685746353
insurance,9,6.92e-05,-9.57850969534065,-0.9396033711150223,130057.80346820809
mean,44,0.000339,-7.989510450583824,-5.507221033396953,129793.51032448378
evolution,4,3.09e-05,-10.384754374060574,-0.38518002987064853,129449.83818770228
administration,11,8.51e-05,-9.371683522384945,-1.1737485558198484,129259.6944770858
ugh,2,1.55e-05,-11.074670534039074,-0.18059227982022635,129032.25806451612
meals,2,1.55e-05,-11.074670534039074,-0.18059227982022635,129032.25806451612
codes,2,1.55e-05,-11.074670534039074,-0.18059227982022635,129032.25806451612
flows,2,1.55e-05,-11.074670534039074,-0.18059227982022635,129032.25806451612
cattle,2,1.55e-05,-11.074670534039074,-0.18059227982022635,129032.25806451612
things,66,0.000513,-7.575234712793504,-8.712601325545108,128654.97076023392
florida,5,3.89e-05,-10.154516307339874,-0.49239174458619034,128534.70437017996
truth,15,0.000117,-9.053336623166517,-1.6568477042614995,128205.1282051282
health,32,0.000251,-8.29005761883249,-3.8600455474888054,127490.03984063746
web,8,6.31e-05,-9.670789788417107,-0.8272333671839043,126782.88431061806
phenomenon,2,1.58e-05,-11.055500617931353,-0.1809054215741367,126582.27848101265
approaching,2,1.58e-05,-11.055500617931353,-0.1809054215741367,126582.27848101265
behavior,5,3.98e-05,-10.131643645673883,-0.4935033420895092,125628.1407035176
why,102,0.000813,-7.1147794484164635,-14.336354449146297,125461.25461254612
paying,6,4.79e-05,-9.946395053547404,-0.6032336306469234,125260.96033402924
sheet,3,2.4e-05,-10.637456727616328,-0.2820222988274612,125000.0
works,25,0.0002,-8.517193191416238,-2.9352392787327397,125000.0
reading,15,0.00012,-9.028018815182229,-1.6614941004304085,125000.0
learn,18,0.000145,-8.8387768155437,-2.0364808814207813,124137.93103448275
enough,41,0.000331,-8.01339218258721,-5.116434971083956,123867.06948640483
produce,8,6.46e-05,-9.647296147175718,-0.8292478926690802,123839.0092879257
graphic,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
lightning,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
mess,4,3.24e-05,-10.33735213516599,-0.386946284473821,123456.79012345678
statistical,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
tap,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
interface,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
trips,2,1.62e-05,-11.030499315725935,-0.18131545479075864,123456.79012345678
anyway,10,8.13e-05,-9.417364541410508,-1.0618682069731396,123001.23001230013
finance,5,4.07e-05,-10.109282465515724,-0.4945949445033066,122850.12285012285
survival,3,2.45e-05,-10.616837440413592,-0.28257002302590883,122448.97959183675
don't,198,0.00162,-6.425329129737844,-30.81554205271948,122222.22222222223
billion,7,5.75e-05,-9.76372561016097,-0.7169394429432961,121739.13043478261
dinner,7,5.75e-05,-9.76372561016097,-0.7169394429432961,121739.13043478261
transport,7,5.75e-05,-9.76372561016097,-0.7169394429432961,121739.13043478261
enjoy,13,0.000107,-9.142681723502369,-1.4219022813166435,121495.32710280374
soil,4,3.31e-05,-10.315977275581258,-0.38774804297682197,120845.92145015106
andrew,4,3.31e-05,-10.315977275581258,-0.38774804297682197,120845.92145015106
trading,4,3.31e-05,-10.315977275581258,-0.38774804297682197,120845.92145015106
explosion,2,1.66e-05,-11.006107862601777,-0.18171728143751012,120481.92771084337
sheep,2,1.66e-05,-11.006107862601777,-0.18171728143751012,120481.92771084337
controlled,5,4.17e-05,-10.085009429159518,-0.4957853569817335,119904.07673860912
question,28,0.000234,-8.360189442606572,-3.34920640162791,119658.11965811966
critics,3,2.51e-05,-10.592642711826535,-0.2832154431726978,119521.9123505976
bother,3,2.51e-05,-10.592642711826535,-0.2832154431726978,119521.9123505976
p,18,0.000151,-8.79823072114935,-2.0458658758210633,119205.29801324502
important,35,0.000295,-8.128535201624453,-4.305818838430496,118644.06779661016
coffee,8,6.76e-05,-9.601902574915355,-0.8331682119853755,118343.19526627219
files,4,3.39e-05,-10.29209554357787,-0.38864777178404125,117994.10029498526
philosophy,4,3.39e-05,-10.29209554357787,-0.38864777178404125,117994.10029498526
prefer,4,3.39e-05,-10.29209554357787,-0.38864777178404125,117994.10029498526
represents,4,3.39e-05,-10.29209554357787,-0.38864777178404125,117994.10029498526
returns,4,3.39e-05,-10.29209554357787,-0.38864777178404125,117994.10029498526
products,11,9.33e-05,-9.279690450110976,-1.1853843680603,117899.24973204716
credits,2,1.7e-05,-10.982297213908058,-0.18211126151887294,117647.05882352941
tune,2,1.7e-05,-10.982297213908058,-0.18211126151887294,117647.05882352941
investigate,2,1.7e-05,-10.982297213908058,-0.18211126151887294,117647.05882352941
construction,10,8.51e-05,-9.371683522384945,-1.0670441416544076,117508.81316098708
5,63,0.000537,-7.52951246345541,-8.367075598290242,117318.43575418994
week,38,0.000324,-8.034767042171945,-4.729446392228928,117283.95061728395
selection,5,4.27e-05,-10.061311637729695,-0.4969530991615558,117096.01873536299
hello,6,5.13e-05,-9.877819805787551,-0.6074214875315418,116959.06432748538
importance,6,5.13e-05,-9.877819805787551,-0.6074214875315418,116959.06432748538
picking,3,2.57e-05,-10.5690195660631,-0.2838484668561819,116731.51750972762
characteristics,3,2.57e-05,-10.5690195660631,-0.2838484668561819,116731.51750972762
environment,9,7.76e-05,-9.463943130775101,-0.950977819248888,115979.38144329896
glad,9,7.76e-05,-9.463943130775101,-0.950977819248888,115979.38144329896
lot,41,0.000355,-7.943392768488859,-5.161522436942243,115492.95774647887
exists,4,3.47e-05,-10.26877087101146,-0.3895305533880322,115273.77521613833
burn,4,3.47e-05,-10.26877087101146,-0.3895305533880322,115273.77521613833
recognize,4,3.47e-05,-10.26877087101146,-0.3895305533880322,115273.77521613833
candy,2,1.74e-05,-10.959040351743791,-0.18249773117057297,114942.5287356322
consciousness,2,1.74e-05,-10.959040351743791,-0.18249773117057297,114942.5287356322
arguing,2,1.74e-05,-10.959040351743791,-0.18249773117057297,114942.5287356322
generate,2,1.74e-05,-10.959040351743791,-0.18249773117057297,114942.5287356322
counting,2,1.74e-05,-10.959040351743791,-0.18249773117057297,114942.5287356322
buy,20,0.000174,-8.656455258749745,-2.31041452906309,114942.52873563218
situation,17,0.000148,-8.818298284200159,-1.9278095900270333,114864.86486486487
bone,3,2.63e-05,-10.545941618780555,-0.2844696195413696,114068.44106463878
architecture,3,2.63e-05,-10.545941618780555,-0.2844696195413696,114068.44106463878
fees,3,2.63e-05,-10.545941618780555,-0.2844696195413696,114068.44106463878
management,14,0.000123,-9.003326202591856,-1.5549808687337925,113821.1382113821
advantage,7,6.17e-05,-9.693226627052931,-0.7221537542992778,113452.18800648299
reviews,4,3.55e-05,-10.245977861482904,-0.3903970957264081,112676.05633802817
material,11,9.77e-05,-9.233608998915537,-1.1913001732358302,112589.55987717502
percent,11,9.77e-05,-9.233608998915537,-1.1913001732358302,112589.55987717502
questions,17,0.000151,-8.79823072114935,-1.9322066604976709,112582.78145695363
compare,3,2.69e-05,-10.52338427135648,-0.2850793929635048,111524.16356877323
passes,3,2.69e-05,-10.52338427135648,-0.2850793929635048,111524.16356877323
thin,3,2.69e-05,-10.52338427135648,-0.2850793929635048,111524.16356877323
courses,3,2.69e-05,-10.52338427135648,-0.2850793929635048,111524.16356877323
hunting,3,2.69e-05,-10.52338427135648,-0.2850793929635048,111524.16356877323
year,92,0.000832,-7.091678117143066,-12.972952026348155,110576.92307692308
6,45,0.000407,-7.806697372521679,-5.764281341094734,110565.11056511056
ideas,8,7.24e-05,-9.533304258572603,-0.8391633984414361,110497.23756906077
understanding,8,7.24e-05,-9.533304258572603,-0.8391633984414361,110497.23756906077
means,31,0.000282,-8.17360348702616,-3.7926968257275804,109929.07801418439
quarters,2,1.82e-05,-10.914088963881525,-0.1832493767110281,109890.1098901099
acquisition,2,1.82e-05,-10.914088963881525,-0.1832493767110281,109890.1098901099
phone,20,0.000182,-8.611503870887478,-2.322474715201963,109890.10989010989
7,38,0.000347,-7.966185778017415,-4.770162416354951,109510.08645533142
output,3,2.75e-05,-10.501324553291749,-0.2856782479939275,109090.90909090909
release,13,0.00012,-9.028018815182229,-1.4399615537063541,108333.33333333333
3,82,0.000759,-7.183508780568644,-11.415034421870493,108036.89064558629
types,8,7.41e-05,-9.510095025662233,-0.8412113631265132,107962.21322537112
identify,4,3.72e-05,-10.199201796685173,-0.39218755347109946,107526.8817204301
filter,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
replace,4,3.72e-05,-10.199201796685173,-0.39218755347109946,107526.8817204301
psychology,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
48k,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
10k,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
pays,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
hurts,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
36k,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
30k,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
quest,2,1.86e-05,-10.892348977245119,-0.18361512325561183,107526.8817204301
completely,10,9.33e-05,-9.279690450110976,-1.0776221527820908,107181.13612004287
security,19,0.000178,-8.633727007672189,-2.2006718515788175,106741.57303370787
yards,3,2.82e-05,-10.476188580020207,-0.2863636881949116,106382.97872340425
weird,7,6.61e-05,-9.624341811106634,-0.7273224639550827,105900.15128593042
resources,8,7.59e-05,-9.48609387356269,-0.8433397462253284,105401.84453227931
third,22,0.000209,-8.473176305999463,-2.596428919391518,105263.15789473684
less,34,0.000324,-8.034767042171945,-4.231609929889041,104938.27160493827
although,24,0.000229,-8.381788554410035,-2.8633506851437485,104803.49344978166
potential,11,0.000105,-9.161550207806751,-1.2006701650367715,104761.90476190476
straight,11,0.000105,-9.161550207806751,-1.2006701650367715,104761.90476190476
grain,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
breathing,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
delete,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
seeds,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
carries,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
spare,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
logo,2,1.91e-05,-10.86582222291169,-0.18406338323691665,104712.04188481675
i'm,182,0.00174,-6.3538701657556995,-28.64395954781896,104597.70114942528
institutions,5,4.79e-05,-9.946395053547404,-0.5026946922057695,104384.13361169102
there,223,0.00214,-6.1469494499483766,-36.27815745286026,104205.60747663552
suffer,3,2.88e-05,-10.455135170822373,-0.2869403361108365,104166.66666666667
nervous,3,2.88e-05,-10.455135170822373,-0.2869403361108365,104166.66666666667
sections,3,2.88e-05,-10.455135170822373,-0.2869403361108365,104166.66666666667
she's,14,0.000135,-8.910235779525845,-1.571226659587341,103703.70370370371
answer,15,0.000145,-8.8387768155437,-1.6970674011839844,103448.27586206897
economy,9,8.71e-05,-9.348453674105818,-0.9627260629133784,103329.50631458094
comes,21,0.000204,-8.497390564120058,-2.47134692015591,102941.17647058824
customer,4,3.89e-05,-10.154516307339874,-0.3939133956689523,102827.76349614396
organized,4,3.89e-05,-10.154516307339874,-0.3939133956689523,102827.76349614396
breakfast,4,3.89e-05,-10.154516307339874,-0.3939133956689523,102827.76349614396
phrase,2,1.95e-05,-10.845096092394574,-0.18441514791211078,102564.10256410256
expense,2,1.95e-05,-10.845096092394574,-0.18441514791211078,102564.10256410256
script,2,1.95e-05,-10.845096092394574,-0.18441514791211078,102564.10256410256
gathering,2,1.95e-05,-10.845096092394574,-0.18441514791211078,102564.10256410256
suggestions,2,1.95e-05,-10.845096092394574,-0.18441514791211078,102564.10256410256
focus,10,9.77e-05,-9.233608998915537,-1.0830001574871184,102354.14534288639
funny,10,9.77e-05,-9.233608998915537,-1.0830001574871184,102354.14534288639
moving,10,9.77e-05,-9.233608998915537,-1.0830001574871184,102354.14534288639
i,1318,0.0129,-4.350527967614511,-302.95173592980905,102170.54263565892
device,5,4.9e-05,-9.923690259853647,-0.503844826780571,102040.81632653062
creating,5,4.9e-05,-9.923690259853647,-0.503844826780571,102040.81632653062
evil,6,5.89e-05,-9.739669467306733,-0.6160373326980215,101867.57215619694
conclusion,3,2.95e-05,-10.4311202946185,-0.2876009398096698,101694.91525423729
reaching,3,2.95e-05,-10.4311202946185,-0.2876009398096698,101694.91525423729
eat,14,0.000138,-8.88825687280707,-1.5751119933124245,101449.27536231885
goes,16,0.000158,-8.752915524937308,-1.8279623463079862,101265.82278481014
credit,9,8.91e-05,-9.32575122348751,-0.9650697069135745,101010.10101010102
anything,35,0.000347,-7.966185778017415,-4.3935706466427185,100864.55331412105
nothing,35,0.000347,-7.966185778017415,-4.3935706466427185,100864.55331412105
reality,8,7.94e-05,-9.441012189711184,-0.8473667694993976,100755.66750629722
reasonable,4,3.98e-05,-10.131643645673883,-0.3948026736716073,100502.51256281408
empty,4,3.98e-05,-10.131643645673883,-0.3948026736716073,100502.51256281408
zero,4,3.98e-05,-10.131643645673883,-0.3948026736716073,100502.51256281408
rule,10,0.0001,-9.210340371976182,-1.0857362047581296,100000.0
holes,2,2e-05,-10.819778284410283,-0.18484667129285887,99999.99999999999
ties,2,2e-05,-10.819778284410283,-0.18484667129285887,99999.99999999999
medicine,5,5.01e-05,-9.901489549873455,-0.5049745267936885,99800.39920159681
task,5,5.01e-05,-9.901489549873455,-0.5049745267936885,99800.39920159681
hand,25,0.000251,-8.29005761883249,-3.015660583975629,99601.59362549802
9,26,0.000263,-8.24335652578651,-3.1540550161415353,98859.31558935362
between,65,0.000661,-7.321756718112588,-8.87765088386545,98335.85476550681
he's,29,0.000295,-8.128535201624453,-3.567678466128125,98305.08474576271
statistics,4,4.07e-05,-10.109282465515724,-0.3956759556026453,98280.09828009827
sleep,11,0.000112,-9.09701168666918,-1.2091882893939194,98214.28571428571
tourism,2,2.04e-05,-10.799975657114103,-0.18518560258814754,98039.2156862745
sacrifice,2,2.04e-05,-10.799975657114103,-0.18518560258814754,98039.2156862745
goodbye,2,2.04e-05,-10.799975657114103,-0.18518560258814754,98039.2156862745
d,34,0.000347,-7.966185778017415,-4.2680400567386405,97982.70893371759
exist,6,6.17e-05,-9.693226627052931,-0.6189889322565238,97244.73257698542
hungry,3,3.09e-05,-10.384754374060574,-0.2888850224029864,97087.3786407767
lift,3,3.09e-05,-10.384754374060574,-0.2888850224029864,97087.3786407767
happen,14,0.000145,-8.8387768155437,-1.5839295744383854,96551.72413793103
physical,9,9.33e-05,-9.279690450110976,-0.9698599375038818,96463.02250803859
how,152,0.00158,-6.450330431943262,-23.56468425978104,96202.53164556962
existence,4,4.17e-05,-10.085009429159518,-0.3966282855853868,95923.2613908873
creative,4,4.17e-05,-10.085009429159518,-0.3966282855853868,95923.2613908873
maximum,4,4.17e-05,-10.085009429159518,-0.3966282855853868,95923.2613908873
keeps,4,4.17e-05,-10.085009429159518,-0.3966282855853868,95923.2613908873
viewed,2,2.09e-05,-10.77576139899351,-0.1856017339235821,95693.77990430623
survived,2,2.09e-05,-10.77576139899351,-0.1856017339235821,95693.77990430623
ate,2,2.09e-05,-10.77576139899351,-0.1856017339235821,95693.77990430623
body,24,0.000251,-8.29005761883249,-2.895034160616604,95617.52988047809
capital,12,0.000126,-8.979228651012797,-1.3364176886893822,95238.09523809524
survey,5,5.25e-05,-9.854697388366697,-0.5073722513186874,95238.09523809524
education,19,0.0002,-8.517193191416238,-2.2307818518368823,95000.0
document,3,3.16e-05,-10.362353437371407,-0.2895095229217546,94936.70886075949
then,111,0.00117,-6.750751530172472,-16.44261375994742,94871.79487179487
another,52,0.00055,-7.505592279737757,-6.928167433285739,94545.45454545454
check,18,0.000191,-8.563237129917644,-2.1020088229383314,94240.83769633507
spend,8,8.51e-05,-9.371683522384945,-0.8536353133235262,94007.05052878967
feel,42,0.000447,-7.712951963350705,-5.445385917035339,93959.73154362416
opposite,4,4.27e-05,-10.061311637729695,-0.3975624793292446,93676.8149882904
split,4,4.27e-05,-10.061311637729695,-0.3975624793292446,93676.8149882904
start,31,0.000331,-8.01339218258721,-3.868524002526894,93655.58912386706
profits,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
tables,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
measured,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
5th,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
existed,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
commit,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
fewer,2,2.14e-05,-10.752119635936468,-0.18600983505758842,93457.94392523365
knowing,5,5.37e-05,-9.832097556449455,-0.5085384854343928,93109.8696461825
joe,5,5.37e-05,-9.832097556449455,-0.5085384854343928,93109.8696461825
smoke,5,5.37e-05,-9.832097556449455,-0.5085384854343928,93109.8696461825
speech,6,6.46e-05,-9.647296147175718,-0.6219359195018102,92879.25696594428
screen,6,6.46e-05,-9.647296147175718,-0.6219359195018102,92879.25696594428
alone,14,0.000151,-8.79823072114935,-1.5912290145274937,92715.23178807946
instead,15,0.000162,-8.72791422273189,-1.7186236731030693,92592.59259259258
word,18,0.000195,-8.542510999400527,-2.1071087881845463,92307.69230769231
touch,7,7.59e-05,-9.48609387356269,-0.7379222779471623,92226.6139657444
politics,7,7.59e-05,-9.48609387356269,-0.7379222779471623,92226.6139657444
deep,9,9.77e-05,-9.233608998915537,-0.9747001417384065,92118.73080859774
happens,8,8.71e-05,-9.348453674105818,-0.8557565003674474,91848.45005740528
sounds,8,8.71e-05,-9.348453674105818,-0.8557565003674474,91848.45005740528
continue,11,0.00012,-9.028018815182229,-1.2184290069822996,91666.66666666667
teach,4,4.37e-05,-10.03816245586273,-0.39847930511065033,91533.18077803204
derived,2,2.19e-05,-10.729023921141819,-0.18641024707372944,91324.200913242
improving,2,2.19e-05,-10.729023921141819,-0.18641024707372944,91324.200913242
adds,2,2.19e-05,-10.729023921141819,-0.18641024707372944,91324.200913242
cares,2,2.19e-05,-10.729023921141819,-0.18641024707372944,91324.200913242
materials,5,5.5e-05,-9.808177372731803,-0.5097787091310916,90909.09090909091
animal,6,6.61e-05,-9.624341811106634,-0.6234192548186424,90771.55824508322
rising,3,3.31e-05,-10.315977275581258,-0.29081103223261645,90634.4410876133
panel,3,3.31e-05,-10.315977275581258,-0.29081103223261645,90634.4410876133
blind,3,3.31e-05,-10.315977275581258,-0.29081103223261645,90634.4410876133
deals,3,3.31e-05,-10.315977275581258,-0.29081103223261645,90634.4410876133
try,26,0.000288,-8.152550077828328,-3.1891861750974813,90277.77777777778
myself,18,0.0002,-8.517193191416238,-2.1133722806875728,90000.0
years,82,0.000912,-6.999870567889943,-11.714502318964774,89912.28070175438
minute,8,8.91e-05,-9.32575122348751,-0.8578397394787329,89786.75645342312
order,29,0.000324,-8.034767042171945,-3.609314351964182,89506.17283950617
advance,4,4.47e-05,-10.015537056344751,-0.3993794818487578,89485.45861297539
laugh,4,4.47e-05,-10.015537056344751,-0.3993794818487578,89485.45861297539
centers,2,2.24e-05,-10.70644959910328,-0.18680328912840632,89285.71428571429
per,24,0.000269,-8.220799178362435,-2.9194241921356294,89219.33085501859
tickets,3,3.39e-05,-10.29209554357787,-0.2914858288380309,88495.57522123895
degrees,3,3.39e-05,-10.29209554357787,-0.2914858288380309,88495.57522123895
situations,3,3.39e-05,-10.29209554357787,-0.2914858288380309,88495.57522123895
if,261,0.00295,-5.825950108630408,-44.799559751354806,88474.57627118644
get,161,0.00182,-6.3089187778934335,-25.519428236126124,88461.53846153847
interest,15,0.00017,-8.679712120914012,-1.728167915138231,88235.29411764705
thinking,15,0.00017,-8.679712120914012,-1.728167915138231,88235.29411764705
each,45,0.000513,-7.575234712793504,-5.940409994689846,87719.29824561403
talk,22,0.000251,-8.29005761883249,-2.6537813138985538,87649.40239043825
jewish,4,4.57e-05,-9.993412260064115,-0.40026368330513934,87527.352297593
developing,4,4.57e-05,-9.993412260064115,-0.40026368330513934,87527.352297593
able,23,0.000263,-8.24335652578651,-2.7901255912021274,87452.47148288974
roughly,2,2.29e-05,-10.68437364740408,-0.18718926031624966,87336.24454148472
market,17,0.000195,-8.542510999400527,-1.9900471888409603,87179.48717948719
also,137,0.00158,-6.450330431943262,-21.239221997302646,86708.86075949368
tree,6,6.92e-05,-9.57850969534065,-0.6264022474100149,86705.20231213873
solution,6,6.92e-05,-9.57850969534065,-0.6264022474100149,86705.20231213873
doors,3,3.47e-05,-10.26877087101146,-0.29214791504102416,86455.33141210374
crash,3,3.47e-05,-10.26877087101146,-0.29214791504102416,86455.33141210374
percentage,3,3.47e-05,-10.26877087101146,-0.29214791504102416,86455.33141210374
going,70,0.000813,-7.1147794484164635,-9.838674621963145,86100.86100861008
sales,7,8.13e-05,-9.417364541410508,-0.7433077448811978,86100.86100861008
allow,9,0.000105,-9.161550207806751,-0.9823664986664493,85714.28571428571
everything,29,0.000339,-7.989510450583824,-3.6297593174661733,85545.7227138643
composed,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
rivers,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
girlfriend,4,4.68e-05,-9.969627355040673,-0.40121860703024054,85470.08547008547
bonus,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
distributed,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
ears,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
potentially,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
stolen,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
