word,count,freq,log_freq,tfidf,tfiedf,Topic,,,
reminds,3,1.74E-05,-10.95904035,-0.2737465968,172413.7931,,6025,FALSE,1393
decrease,3,1.74E-05,-10.95904035,-0.2737465968,172413.7931,,6028,FALSE,1393
wheels,3,1.74E-05,-10.95904035,-0.2737465968,172413.7931,,6031,FALSE,1393
desire,7,4.07E-05,-10.10928247,-0.6924329223,171990.172,,6038,FALSE,1393
b,43,0.000251,-8.290057619,-5.186936204,171314.741,,6081,FALSE,1393
arabic,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,,6083,FALSE,1393
100k,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,money,6085,TRUE,1395
300k,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,money,6087,TRUE,1397
160k,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,money,6089,TRUE,1399
delta,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,,6091,FALSE,1399
breed,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,,6097,FALSE,1399
axis,2,1.17E-05,-11.35592172,-0.1761195656,170940.1709,,6099,FALSE,1399
experiment,4,2.34E-05,-10.66277454,-0.3751368827,170940.1709,,6095,FALSE,1399
else,41,0.00024,-8.334871635,-4.919091955,170833.3333,,6140,FALSE,1399
consists,5,2.95E-05,-10.43112029,-0.4793348997,169491.5254,,6145,FALSE,1399
kennedy,3,1.78E-05,-10.9363121,-0.2743155071,168539.3258,,6148,FALSE,1399
firing,3,1.78E-05,-10.9363121,-0.2743155071,168539.3258,,6151,FALSE,1399
hours,41,0.000245,-8.314252347,-4.931291268,167346.9388,,6192,FALSE,1399
cells,8,4.79E-05,-9.946395054,-0.8043115075,167014.6138,,6200,FALSE,1399
moses,2,1.20E-05,-11.33060391,-0.1765130982,166666.6667,,6202,FALSE,1399
savings,4,2.40E-05,-10.63745673,-0.3760297318,166666.6667,,6223,FALSE,1399
difference,17,0.000102,-9.190537745,-1.849728544,166666.6667,,6219,FALSE,1399
it's,303,0.00182,-6.308918778,-48.02724693,166483.5165,,6526,FALSE,1399
4,95,0.000575,-7.461140517,-12.73263783,165217.3913,,6621,FALSE,1399
topics,3,1.82E-05,-10.91408896,-0.2748740651,164835.1648,,6624,FALSE,1399
chat,4,2.45E-05,-10.61683744,-0.3767600307,163265.3061,,6628,FALSE,1399
define,4,2.45E-05,-10.61683744,-0.3767600307,163265.3061,,6632,FALSE,1399
sum,4,2.45E-05,-10.61683744,-0.3767600307,163265.3061,,6644,FALSE,1399
connect,4,2.45E-05,-10.61683744,-0.3767600307,163265.3061,,6648,FALSE,1399
flow,8,4.90E-05,-9.92369026,-0.8061517228,163265.3061,,6640,FALSE,1399
adjacent,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6650,FALSE,1399
substances,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6652,FALSE,1399
politically,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6654,FALSE,1399
laughter,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6656,FALSE,1399
withdrawal,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6658,FALSE,1399
layers,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6660,FALSE,1399
connecting,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6662,FALSE,1399
micro,2,1.23E-05,-11.3059113,-0.1768986106,162601.626,,6664,FALSE,1399
reporter,3,1.86E-05,-10.89234898,-0.2754226849,161290.3226,,6667,FALSE,1399
criteria,3,1.86E-05,-10.89234898,-0.2754226849,161290.3226,,6670,FALSE,1399
edit,3,1.86E-05,-10.89234898,-0.2754226849,161290.3226,,6673,FALSE,1399
productive,3,1.86E-05,-10.89234898,-0.2754226849,161290.3226,,6676,FALSE,1399
fix,8,5.01E-05,-9.90148955,-0.8079592429,159680.6387,,6684,FALSE,1399
target,11,6.92E-05,-9.578509695,-1.14840412,158959.5376,,6695,FALSE,1399
premiere,2,1.26E-05,-11.28181374,-0.1772764597,158730.1587,,6697,FALSE,1399
scan,2,1.26E-05,-11.28181374,-0.1772764597,158730.1587,,6699,FALSE,1399
deadline,2,1.26E-05,-11.28181374,-0.1772764597,158730.1587,,6701,FALSE,1399
pressing,2,1.26E-05,-11.28181374,-0.1772764597,158730.1587,,6703,FALSE,1399
i'd,33,0.000209,-8.473176306,-3.894643379,157894.7368,,6736,FALSE,1399
civilian,3,1.91E-05,-10.86582222,-0.2760950749,157068.0628,,6739,FALSE,1399
interests,9,5.75E-05,-9.76372561,-0.9217792838,156521.7391,,6748,FALSE,1399
do,365,0.00234,-6.05760435,-60.25484316,155982.906,,7113,FALSE,1399
food,41,0.000263,-8.243356526,-4.973702141,155893.5361,,7154,FALSE,1399
problem,40,0.000257,-8.266434473,-4.838845591,155642.0233,,7194,FALSE,1399
hour,23,0.000148,-8.818298284,-2.608212975,155405.4054,,7217,FALSE,1399
million,34,0.000219,-8.426438828,-4.034919222,155251.1416,,7251,FALSE,1399
array,2,1.29E-05,-11.25828325,-0.1776469783,155038.7597,,7253,FALSE,1399
tribes,2,1.29E-05,-11.25828325,-0.1776469783,155038.7597,,7255,FALSE,1399
citizenship,2,1.29E-05,-11.25828325,-0.1776469783,155038.7597,,7257,FALSE,1399
xi,2,1.29E-05,-11.25828325,-0.1776469783,155038.7597,,7259,FALSE,1399
knowledge,17,0.00011,-9.115030192,-1.86505142,154545.4545,,7276,FALSE,1399
normal,17,0.00011,-9.115030192,-1.86505142,154545.4545,,7293,FALSE,1399
suffering,6,3.89E-05,-10.15451631,-0.5908700935,154241.6452,,7299,FALSE,1399
democracy,6,3.89E-05,-10.15451631,-0.5908700935,154241.6452,sociology,7305,TRUE,1405
unity,3,1.95E-05,-10.84509609,-0.2766227219,153846.1538,,7308,FALSE,1405
succeed,3,1.95E-05,-10.84509609,-0.2766227219,153846.1538,,7311,FALSE,1405
lunch,7,4.57E-05,-9.99341226,-0.7004614458,153172.8665,,7318,FALSE,1405
choose,13,8.51E-05,-9.371683522,-1.387157384,152761.4571,,7331,FALSE,1405
intelligence,8,5.25E-05,-9.854697388,-0.8117956021,152380.9524,,7339,FALSE,1405
profit,8,5.25E-05,-9.854697388,-0.8117956021,152380.9524,,7347,FALSE,1405
tons,4,2.63E-05,-10.54594162,-0.3792928261,152091.2548,,7351,FALSE,1405
takes,22,0.000145,-8.838776816,-2.489032188,151724.1379,,7373,FALSE,1405
abstract,2,1.32E-05,-11.23529373,-0.1780104774,151515.1515,,7375,FALSE,1405
lease,2,1.32E-05,-11.23529373,-0.1780104774,151515.1515,,7377,FALSE,1405
disappear,2,1.32E-05,-11.23529373,-0.1780104774,151515.1515,,7379,FALSE,1405
actions,10,6.61E-05,-9.624341811,-1.039032091,151285.9304,,7389,FALSE,1405
attorney,5,3.31E-05,-10.31597728,-0.4846850537,151057.4018,,7394,FALSE,1405
raw,5,3.31E-05,-10.31597728,-0.4846850537,151057.4018,,7399,FALSE,1405
iphone,3,2.00E-05,-10.81977828,-0.2772700069,150000,,7402,FALSE,1405
steady,3,2.00E-05,-10.81977828,-0.2772700069,150000,,7405,FALSE,1405
elements,9,6.03E-05,-9.716178454,-0.9262901091,149253.7313,,7414,FALSE,1405
theory,11,7.41E-05,-9.510095026,-1.156665624,148448.0432,,7425,FALSE,1405
move,31,0.000209,-8.473176306,-3.658604386,148325.3589,,7456,FALSE,1405
minimal,2,1.35E-05,-11.21282087,-0.1783672479,148148.1481,,7458,FALSE,1405
object,6,4.07E-05,-10.10928247,-0.5935139334,147420.1474,,7464,FALSE,1405
equality,3,2.04E-05,-10.79997566,-0.2777784039,147058.8235,,7467,FALSE,1405
requires,7,4.79E-05,-9.946395054,-0.7037725691,146137.7871,,7474,FALSE,1405
product,13,8.91E-05,-9.325751223,-1.393989577,145903.4792,,7487,FALSE,1405
1,153,0.00105,-6.858965115,-22.30657212,145714.2857,,7640,FALSE,1405
shower,4,2.75E-05,-10.50132455,-0.3809043307,145454.5455,,7644,FALSE,1405
cheating,2,1.38E-05,-11.19084197,-0.1787175626,144927.5362,,7646,FALSE,1405
convert,2,1.38E-05,-11.19084197,-0.1787175626,144927.5362,,7648,FALSE,1405
"7,7",2,1.38E-05,-11.19084197,-0.1787175626,144927.5362,,7650,FALSE,1405
nerve,2,1.38E-05,-11.19084197,-0.1787175626,144927.5362,,7652,FALSE,1405
"3,9",2,1.38E-05,-11.19084197,-0.1787175626,144927.5362,,7654,FALSE,1405
divided,5,3.47E-05,-10.26877087,-0.4869131917,144092.219,,7659,FALSE,1405
jerusalem,3,2.09E-05,-10.7757614,-0.2784026009,143540.6699,politics,7662,TRUE,1408
framework,3,2.09E-05,-10.7757614,-0.2784026009,143540.6699,,7665,FALSE,1408
glasses,3,2.09E-05,-10.7757614,-0.2784026009,143540.6699,,7668,FALSE,1408
civilians,2,1.41E-05,-11.16933576,-0.1790616777,141843.9716,,7670,FALSE,1408
orientation,2,1.41E-05,-11.16933576,-0.1790616777,141843.9716,,7672,FALSE,1408
z,4,2.82E-05,-10.47618858,-0.3818182509,141843.9716,,7676,FALSE,1408
probably,31,0.000219,-8.426438828,-3.678896938,141552.5114,,7707,FALSE,1408
half,36,0.000257,-8.266434473,-4.354961032,140077.821,,7743,FALSE,1408
doing,52,0.000372,-7.896616704,-6.585098651,139784.9462,,7795,FALSE,1408
quarter,7,5.01E-05,-9.90148955,-0.7069643375,139720.5589,,7802,FALSE,1408
feeling,18,0.000129,-8.955698154,-2.009893555,139534.8837,,7820,FALSE,1408
exactly,18,0.000129,-8.955698154,-2.009893555,139534.8837,,7838,FALSE,1408
ability,13,9.33E-05,-9.27969045,-1.400908799,139335.477,,7851,FALSE,1408
household,4,2.88E-05,-10.45513517,-0.3825871148,138888.8889,,7855,FALSE,1408
server,4,2.88E-05,-10.45513517,-0.3825871148,138888.8889,,7859,FALSE,1408
complicated,4,2.88E-05,-10.45513517,-0.3825871148,138888.8889,,7863,FALSE,1408
clothing,4,2.88E-05,-10.45513517,-0.3825871148,138888.8889,,7867,FALSE,1408
e,29,0.000209,-8.473176306,-3.422565394,138755.9809,,7896,FALSE,1408
chance,23,0.000166,-8.70352277,-2.642608126,138554.2169,,7919,FALSE,1408
finish,10,7.24E-05,-9.533304259,-1.048954248,138121.547,,7929,FALSE,1408
install,2,1.45E-05,-11.14136191,-0.1795112677,137931.0345,,7931,FALSE,1408
uncomfortable,2,1.45E-05,-11.14136191,-0.1795112677,137931.0345,,7933,FALSE,1408
agents,5,3.63E-05,-10.22369282,-0.4890600774,137741.0468,,7938,FALSE,1408
stronger,5,3.63E-05,-10.22369282,-0.4890600774,137741.0468,,7943,FALSE,1408
0,25,0.000182,-8.611503871,-2.903093394,137362.6374,,7968,FALSE,1408
sentence,6,4.37E-05,-10.03816246,-0.5977189577,137299.7712,,7974,FALSE,1408
know,177,0.00129,-6.653113061,-26.6040872,137209.3023,,8151,FALSE,1408
attracted,3,2.19E-05,-10.72902392,-0.2796153706,136986.3014,,8154,FALSE,1408
h,15,0.00011,-9.115030192,-1.645633606,136363.6364,,8169,FALSE,1408
something,84,0.000617,-7.390641534,-11.3657251,136142.6256,,8253,FALSE,1408
positive,13,9.55E-05,-9.25638431,-1.40443607,136125.6545,,8266,FALSE,1408
seems,22,0.000162,-8.727914223,-2.520648054,135802.4691,,8288,FALSE,1408
maintenance,4,2.95E-05,-10.43112029,-0.3834679197,135593.2203,,8292,FALSE,1408
academy,4,2.95E-05,-10.43112029,-0.3834679197,135593.2203,,8296,FALSE,1408
clubs,4,2.95E-05,-10.43112029,-0.3834679197,135593.2203,,8300,FALSE,1408
explanation,4,2.95E-05,-10.43112029,-0.3834679197,135593.2203,,8304,FALSE,1408
simultaneously,2,1.48E-05,-11.12088338,-0.1798418284,135135.1351,,8306,FALSE,1408
barrier,2,1.48E-05,-11.12088338,-0.1798418284,135135.1351,,8308,FALSE,1408
cents,2,1.48E-05,-11.12088338,-0.1798418284,135135.1351,,8310,FALSE,1408
urgent,2,1.48E-05,-11.12088338,-0.1798418284,135135.1351,,8312,FALSE,1408
wasted,2,1.48E-05,-11.12088338,-0.1798418284,135135.1351,,8314,FALSE,1408
free,49,0.000363,-7.921107724,-6.186003487,134986.2259,,8363,FALSE,1408
weeks,19,0.000141,-8.866750668,-2.142836842,134751.773,,8382,FALSE,1408
aside,5,3.72E-05,-10.1992018,-0.4902344418,134408.6022,,8387,FALSE,1408
compensation,3,2.24E-05,-10.7064496,-0.2802049337,133928.5714,,8390,FALSE,1408
collective,3,2.24E-05,-10.7064496,-0.2802049337,133928.5714,,8393,FALSE,1408
forever,7,5.25E-05,-9.854697388,-0.7103211518,133333.3333,,8418,FALSE,1408
decisions,7,5.25E-05,-9.854697388,-0.7103211518,133333.3333,,8425,FALSE,1408
movement,14,0.000105,-9.161550208,-1.528125665,133333.3333,,8439,FALSE,1408
natural,18,0.000135,-8.91023578,-2.020148562,133333.3333,,8411,FALSE,1408
can,375,0.00282,-5.871018394,-63.87307531,132978.7234,,8814,FALSE,1408
earning,2,1.51E-05,-11.10081581,-0.1801669385,132450.3311,,8816,FALSE,1408
sorts,2,1.51E-05,-11.10081581,-0.1801669385,132450.3311,,8818,FALSE,1408
throne,2,1.51E-05,-11.10081581,-0.1801669385,132450.3311,,8820,FALSE,1408
we're,27,0.000204,-8.497390564,-3.17744604,132352.9412,,8847,FALSE,1408
worth,17,0.000129,-8.955698154,-1.898232802,131782.9457,,8864,FALSE,1408
animals,10,7.59E-05,-9.486093874,-1.054174683,131752.3057,,8874,FALSE,1408
that's,83,0.000631,-7.368204695,-11.26461647,131537.2425,,8957,FALSE,1408
because,134,0.00102,-6.887952652,-19.45425684,131372.549,,9091,FALSE,1408
likes,6,4.57E-05,-9.99341226,-0.600395525,131291.0284,,9097,FALSE,1408
engineering,6,4.57E-05,-9.99341226,-0.600395525,131291.0284,,9103,FALSE,1408
average,19,0.000145,-8.838776816,-2.149618708,131034.4828,,9122,FALSE,1408
conservation,3,2.29E-05,-10.68437365,-0.2807838905,131004.3668,,9125,FALSE,1408
log,3,2.29E-05,-10.68437365,-0.2807838905,131004.3668,,9128,FALSE,1408
biological,3,2.29E-05,-10.68437365,-0.2807838905,131004.3668,,9131,FALSE,1408
science,18,0.000138,-8.888256873,-2.025143991,130434.7826,,9149,FALSE,1408
cool,18,0.000138,-8.888256873,-2.025143991,130434.7826,,9167,FALSE,1408
work,116,0.000891,-7.02316613,-16.5167672,130190.7969,,9283,FALSE,1408
insurance,9,6.92E-05,-9.578509695,-0.9396033711,130057.8035,,9292,FALSE,1408
mean,44,0.000339,-7.989510451,-5.507221033,129793.5103,,9336,FALSE,1408
evolution,4,3.09E-05,-10.38475437,-0.3851800299,129449.8382,,9340,FALSE,1408
administration,11,8.51E-05,-9.371683522,-1.173748556,129259.6945,,9351,FALSE,1408
ugh,2,1.55E-05,-11.07467053,-0.1805922798,129032.2581,,9353,FALSE,1408
meals,2,1.55E-05,-11.07467053,-0.1805922798,129032.2581,,9355,FALSE,1408
codes,2,1.55E-05,-11.07467053,-0.1805922798,129032.2581,,9357,FALSE,1408
flows,2,1.55E-05,-11.07467053,-0.1805922798,129032.2581,,9359,FALSE,1408
cattle,2,1.55E-05,-11.07467053,-0.1805922798,129032.2581,,9361,FALSE,1408
things,66,0.000513,-7.575234713,-8.712601326,128654.9708,,9427,FALSE,1408
florida,5,3.89E-05,-10.15451631,-0.4923917446,128534.7044,,9432,FALSE,1408
truth,15,0.000117,-9.053336623,-1.656847704,128205.1282,,9447,FALSE,1408
health,32,0.000251,-8.290057619,-3.860045547,127490.0398,,9479,FALSE,1408
web,8,6.31E-05,-9.670789788,-0.8272333672,126782.8843,,9487,FALSE,1408
phenomenon,2,1.58E-05,-11.05550062,-0.1809054216,126582.2785,,9489,FALSE,1408
approaching,2,1.58E-05,-11.05550062,-0.1809054216,126582.2785,,9491,FALSE,1408
behavior,5,3.98E-05,-10.13164365,-0.4935033421,125628.1407,,9496,FALSE,1408
why,102,0.000813,-7.114779448,-14.33635445,125461.2546,,9598,FALSE,1408
paying,6,4.79E-05,-9.946395054,-0.6032336306,125260.9603,,9604,FALSE,1408
sheet,3,2.40E-05,-10.63745673,-0.2820222988,125000,,9607,FALSE,1408
reading,15,0.00012,-9.028018815,-1.6614941,125000,,9647,FALSE,1408
works,25,0.0002,-8.517193191,-2.935239279,125000,,9632,FALSE,1408
learn,18,0.000145,-8.838776816,-2.036480881,124137.931,,9665,FALSE,1408
enough,41,0.000331,-8.013392183,-5.116434971,123867.0695,,9706,FALSE,1408
produce,8,6.46E-05,-9.647296147,-0.8292478927,123839.0093,,9714,FALSE,1408
graphic,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9716,FALSE,1408
lightning,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9718,FALSE,1408
statistical,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9724,FALSE,1408
tap,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9726,FALSE,1408
interface,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9728,FALSE,1408
trips,2,1.62E-05,-11.03049932,-0.1813154548,123456.7901,,9730,FALSE,1408
mess,4,3.24E-05,-10.33735214,-0.3869462845,123456.7901,,9722,FALSE,1408
anyway,10,8.13E-05,-9.417364541,-1.061868207,123001.23,,9740,FALSE,1408
finance,5,4.07E-05,-10.10928247,-0.4945949445,122850.1229,,9745,FALSE,1408
survival,3,2.45E-05,-10.61683744,-0.282570023,122448.9796,,9748,FALSE,1408
don't,198,0.00162,-6.42532913,-30.81554205,122222.2222,,9946,FALSE,1408
billion,7,5.75E-05,-9.76372561,-0.7169394429,121739.1304,,9953,FALSE,1408
dinner,7,5.75E-05,-9.76372561,-0.7169394429,121739.1304,,9960,FALSE,1408
transport,7,5.75E-05,-9.76372561,-0.7169394429,121739.1304,,9967,FALSE,1408
enjoy,13,0.000107,-9.142681724,-1.421902281,121495.3271,,9980,FALSE,1408
soil,4,3.31E-05,-10.31597728,-0.387748043,120845.9215,,9984,FALSE,1408
andrew,4,3.31E-05,-10.31597728,-0.387748043,120845.9215,,9988,FALSE,1408
trading,4,3.31E-05,-10.31597728,-0.387748043,120845.9215,,9992,FALSE,1408
explosion,2,1.66E-05,-11.00610786,-0.1817172814,120481.9277,,9994,FALSE,1408
sheep,2,1.66E-05,-11.00610786,-0.1817172814,120481.9277,,9996,FALSE,1408
controlled,5,4.17E-05,-10.08500943,-0.495785357,119904.0767,,10001,FALSE,1408
question,28,0.000234,-8.360189443,-3.349206402,119658.1197,,10029,FALSE,1408
critics,3,2.51E-05,-10.59264271,-0.2832154432,119521.9124,,10032,FALSE,1408
bother,3,2.51E-05,-10.59264271,-0.2832154432,119521.9124,,10035,FALSE,1408
p,18,0.000151,-8.798230721,-2.045865876,119205.298,,10053,FALSE,1408
important,35,0.000295,-8.128535202,-4.305818838,118644.0678,,10088,FALSE,1408
coffee,8,6.76E-05,-9.601902575,-0.833168212,118343.1953,,10096,FALSE,1408
files,4,3.39E-05,-10.29209554,-0.3886477718,117994.1003,,10100,FALSE,1408
philosophy,4,3.39E-05,-10.29209554,-0.3886477718,117994.1003,,10104,FALSE,1408
prefer,4,3.39E-05,-10.29209554,-0.3886477718,117994.1003,,10108,FALSE,1408
represents,4,3.39E-05,-10.29209554,-0.3886477718,117994.1003,,10112,FALSE,1408
returns,4,3.39E-05,-10.29209554,-0.3886477718,117994.1003,,10116,FALSE,1408
products,11,9.33E-05,-9.27969045,-1.185384368,117899.2497,,10127,FALSE,1408
credits,2,1.70E-05,-10.98229721,-0.1821112615,117647.0588,,10129,FALSE,1408
tune,2,1.70E-05,-10.98229721,-0.1821112615,117647.0588,,10131,FALSE,1408
investigate,2,1.70E-05,-10.98229721,-0.1821112615,117647.0588,,10133,FALSE,1408
construction,10,8.51E-05,-9.371683522,-1.067044142,117508.8132,,10143,FALSE,1408
5,63,0.000537,-7.529512463,-8.367075598,117318.4358,,10206,FALSE,1408
week,38,0.000324,-8.034767042,-4.729446392,117283.9506,,10244,FALSE,1408
selection,5,4.27E-05,-10.06131164,-0.4969530992,117096.0187,,10249,FALSE,1408
hello,6,5.13E-05,-9.877819806,-0.6074214875,116959.0643,,10255,FALSE,1408
importance,6,5.13E-05,-9.877819806,-0.6074214875,116959.0643,,10261,FALSE,1408
picking,3,2.57E-05,-10.56901957,-0.2838484669,116731.5175,,10264,FALSE,1408
characteristics,3,2.57E-05,-10.56901957,-0.2838484669,116731.5175,,10267,FALSE,1408
environment,9,7.76E-05,-9.463943131,-0.9509778192,115979.3814,,10276,FALSE,1408
glad,9,7.76E-05,-9.463943131,-0.9509778192,115979.3814,,10285,FALSE,1408
lot,41,0.000355,-7.943392768,-5.161522437,115492.9577,,10326,FALSE,1408
exists,4,3.47E-05,-10.26877087,-0.3895305534,115273.7752,,10330,FALSE,1408
burn,4,3.47E-05,-10.26877087,-0.3895305534,115273.7752,,10334,FALSE,1408
recognize,4,3.47E-05,-10.26877087,-0.3895305534,115273.7752,,10338,FALSE,1408
candy,2,1.74E-05,-10.95904035,-0.1824977312,114942.5287,,10340,FALSE,1408
consciousness,2,1.74E-05,-10.95904035,-0.1824977312,114942.5287,biology,10342,TRUE,1410
arguing,2,1.74E-05,-10.95904035,-0.1824977312,114942.5287,,10344,FALSE,1410
generate,2,1.74E-05,-10.95904035,-0.1824977312,114942.5287,,10346,FALSE,1410
counting,2,1.74E-05,-10.95904035,-0.1824977312,114942.5287,,10348,FALSE,1410
buy,20,0.000174,-8.656455259,-2.310414529,114942.5287,,10368,FALSE,1410
situation,17,0.000148,-8.818298284,-1.92780959,114864.8649,,10385,FALSE,1410
bone,3,2.63E-05,-10.54594162,-0.2844696195,114068.4411,,10388,FALSE,1410
architecture,3,2.63E-05,-10.54594162,-0.2844696195,114068.4411,,10391,FALSE,1410
fees,3,2.63E-05,-10.54594162,-0.2844696195,114068.4411,,10394,FALSE,1410
management,14,0.000123,-9.003326203,-1.554980869,113821.1382,project management,10408,TRUE,1424
advantage,7,6.17E-05,-9.693226627,-0.7221537543,113452.188,,10415,FALSE,1424
reviews,4,3.55E-05,-10.24597786,-0.3903970957,112676.0563,,10419,FALSE,1424
material,11,9.77E-05,-9.233608999,-1.191300173,112589.5599,,10430,FALSE,1424
percent,11,9.77E-05,-9.233608999,-1.191300173,112589.5599,,10441,FALSE,1424
questions,17,0.000151,-8.798230721,-1.93220666,112582.7815,,10458,FALSE,1424
compare,3,2.69E-05,-10.52338427,-0.285079393,111524.1636,,10461,FALSE,1424
passes,3,2.69E-05,-10.52338427,-0.285079393,111524.1636,,10464,FALSE,1424
thin,3,2.69E-05,-10.52338427,-0.285079393,111524.1636,,10467,FALSE,1424
courses,3,2.69E-05,-10.52338427,-0.285079393,111524.1636,,10470,FALSE,1424
hunting,3,2.69E-05,-10.52338427,-0.285079393,111524.1636,,10473,FALSE,1424
year,92,0.000832,-7.091678117,-12.97295203,110576.9231,,10565,FALSE,1424
6,45,0.000407,-7.806697373,-5.764281341,110565.1106,,10610,FALSE,1424
ideas,8,7.24E-05,-9.533304259,-0.8391633984,110497.2376,,10618,FALSE,1424
understanding,8,7.24E-05,-9.533304259,-0.8391633984,110497.2376,,10626,FALSE,1424
means,31,0.000282,-8.173603487,-3.792696826,109929.078,,10657,FALSE,1424
quarters,2,1.82E-05,-10.91408896,-0.1832493767,109890.1099,,10659,FALSE,1424
acquisition,2,1.82E-05,-10.91408896,-0.1832493767,109890.1099,,10661,FALSE,1424
phone,20,0.000182,-8.611503871,-2.322474715,109890.1099,,10681,FALSE,1424
7,38,0.000347,-7.966185778,-4.770162416,109510.0865,,10719,FALSE,1424
output,3,2.75E-05,-10.50132455,-0.285678248,109090.9091,,10722,FALSE,1424
release,13,0.00012,-9.028018815,-1.439961554,108333.3333,,10735,FALSE,1424
3,82,0.000759,-7.183508781,-11.41503442,108036.8906,,10817,FALSE,1424
types,8,7.41E-05,-9.510095026,-0.8412113631,107962.2132,,10825,FALSE,1424
filter,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,,10831,FALSE,1424
psychology,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,,10837,FALSE,1424
48k,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,money,10839,TRUE,1426
10k,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,money,10841,TRUE,1428
pays,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,money,10843,TRUE,1430
hurts,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,,10845,FALSE,1430
36k,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,money,10847,TRUE,1432
30k,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,money,10849,TRUE,1434
quest,2,1.86E-05,-10.89234898,-0.1836151233,107526.8817,,10851,FALSE,1434
identify,4,3.72E-05,-10.1992018,-0.3921875535,107526.8817,,10829,FALSE,1434
replace,4,3.72E-05,-10.1992018,-0.3921875535,107526.8817,,10835,FALSE,1434
completely,10,9.33E-05,-9.27969045,-1.077622153,107181.1361,,10861,FALSE,1434
security,19,0.000178,-8.633727008,-2.200671852,106741.573,,10880,FALSE,1434
yards,3,2.82E-05,-10.47618858,-0.2863636882,106382.9787,,10883,FALSE,1434
weird,7,6.61E-05,-9.624341811,-0.727322464,105900.1513,,10890,FALSE,1434
resources,8,7.59E-05,-9.486093874,-0.8433397462,105401.8445,,10898,FALSE,1434
third,22,0.000209,-8.473176306,-2.596428919,105263.1579,,10920,FALSE,1434
less,34,0.000324,-8.034767042,-4.23160993,104938.2716,,10954,FALSE,1434
although,24,0.000229,-8.381788554,-2.863350685,104803.4934,,10978,FALSE,1434
potential,11,0.000105,-9.161550208,-1.200670165,104761.9048,,10989,FALSE,1434
straight,11,0.000105,-9.161550208,-1.200670165,104761.9048,,11000,FALSE,1434
grain,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11002,FALSE,1434
breathing,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11004,FALSE,1434
delete,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11006,FALSE,1434
seeds,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11008,FALSE,1434
carries,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11010,FALSE,1434
spare,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11012,FALSE,1434
logo,2,1.91E-05,-10.86582222,-0.1840633832,104712.0419,,11014,FALSE,1434
i'm,182,0.00174,-6.353870166,-28.64395955,104597.7011,,11196,FALSE,1434
institutions,5,4.79E-05,-9.946395054,-0.5026946922,104384.1336,,11201,FALSE,1434
there,223,0.00214,-6.14694945,-36.27815745,104205.6075,,11424,FALSE,1434
suffer,3,2.88E-05,-10.45513517,-0.2869403361,104166.6667,,11427,FALSE,1434
nervous,3,2.88E-05,-10.45513517,-0.2869403361,104166.6667,,11430,FALSE,1434
sections,3,2.88E-05,-10.45513517,-0.2869403361,104166.6667,,11433,FALSE,1434
she's,14,0.000135,-8.91023578,-1.57122666,103703.7037,,11447,FALSE,1434
answer,15,0.000145,-8.838776816,-1.697067401,103448.2759,,11462,FALSE,1434
economy,9,8.71E-05,-9.348453674,-0.9627260629,103329.5063,,11471,FALSE,1434
comes,21,0.000204,-8.497390564,-2.47134692,102941.1765,,11492,FALSE,1434
customer,4,3.89E-05,-10.15451631,-0.3939133957,102827.7635,,11496,FALSE,1434
organized,4,3.89E-05,-10.15451631,-0.3939133957,102827.7635,,11500,FALSE,1434
breakfast,4,3.89E-05,-10.15451631,-0.3939133957,102827.7635,,11504,FALSE,1434
phrase,2,1.95E-05,-10.84509609,-0.1844151479,102564.1026,,11506,FALSE,1434
