starttime	text	fname	is_action	dates	locations	names
1645.0	Uh you could make a device , but I'm not sure how that uh is possible with the costs , that you can put in normal batteries , rechargeable , but it you're the remote also can act as a recharger .	TS3012b.C.words.xml	make	[]	[]	[]
1655.58	So then you can choose , you have every decision .	TS3012b.C.words.xml	choose	[]	[]	[]
1660.25	You can uh put in normal Penlites , rechargeable Penlites , but they can also be recharged with the remote , with a wire .	TS3012b.C.words.xml	put	[]	[]	[]
1681.75	You can uh just put it in the electricity and it charges itself , you don't need basic station .	TS3012b.C.words.xml	put	[]	[]	[]
1763.33	I would buy it myself .	TS3012b.C.words.xml	buy	[]	[]	[]
2094.63	And the design , it should differ .	TS3012b.C.words.xml	differ	[]	[]	[]
2210.22	M I personally would prefer it on the top .	TS3012b.C.words.xml	prefer	[]	[]	[]
2235.11	We should just try to make that if it's possible .	TS3012b.C.words.xml	try	[]	[]	[]
2237.37	If it is possible we should really do it , but we need that information .	TS3012b.C.words.xml	do	[]	[]	[]
2243.12	Also keep in mind again , the L.C.D. screen is very flat , but it needs transistors , resistors , I don't know what more and that needs space .	TS3012b.C.words.xml	keep	[]	[L.C.D.]	[]
2306.21	If we have a a space issue , we can also lose one battery .	TS3012b.C.words.xml	lose	[]	[]	[]
2311.04	It is rechargeable , so we can stick with one instead of two .	TS3012b.C.words.xml	stick	[]	[]	[]
2390.26	I'll try to .	TS3012b.C.words.xml	try	[]	[]	[]
93.57	This'll just take a moment .	ES2015a.A.words.xml	take	[]	[]	[]
123.12	Okay we'll have to deal with it like this then .	ES2015a.A.words.xml	have	[]	[]	[]
146.51	If everyone could go around and explain their role and um , and their name .	ES2015a.A.words.xml	go	[]	[]	[]
209.56	Well you can pretty much read what it is that I'm doing .	ES2015a.A.words.xml	read	[]	[]	[]
223.04	is one thing that we're going to be doing today , um um as well as planning the project , how we're going to , uh , create this product , and , um , discuss , um , our aims and objects of this , uh Which brings us to our next subject , is , um , um , as a team we're going to be designing and creating a new kind of remote control .	ES2015a.A.words.xml	create	[today]	[]	[]
249.36	Um , we want this to be a marketable product that can be trendy , um , a completely new style , so that , um , can really appeal to a , to a generation that doesn't want a simple plain kind of , uh , channel-changer .	ES2015a.A.words.xml	appeal	[]	[]	[]
309.07	Um , the way that we're going to go about this is , um , we'll have a time where we can , um 	ES2015a.A.words.xml	have	[]	[]	[]
319.28	come up with new ideas alone , and , and work on the project and then , um , after we've brainstormed and , and thought about , we can come together in a meeting and , and discuss what , what um , what kind of functional design we want to use .	ES2015a.A.words.xml	come	[]	[]	[]
348.34	to come up with a concept of it want , what we want it to look like .	ES2015a.A.words.xml	come	[]	[]	[]
373.94	And , um , as a sort of team-building moment , um , I , I'd like us to , um , try out the whiteboard by expressing our favourite animal and the charac characteristics of that animal .	ES2015a.A.words.xml	try	[]	[]	[]
417.4	Do come up .	ES2015a.A.words.xml	come	[]	[]	[]
475.14	Do you have 	ES2015a.A.words.xml	have	[]	[]	[]
495.68	That's a sketching of my my elk , and it , it is my favourite animal right now , 'cause it is a large beautiful majestic creature , that um , that um In a way it looks kind of awkward , because it's on spindly legs and it uh But it can really overcome harsh terrain , and although it's gorgeous it's also very dangerous , because it has um strong antlers , and uh 	ES2015a.A.words.xml	overcome	[]	[]	[]
524.08	it can really combat its enemies , even like it it's a it's an herbivore but , uh , it can really defend itself .	ES2015a.A.words.xml	combat	[]	[]	[]
550.35	Right , I'm gonna take minutes while , um , you guys express your favourite animals .	ES2015a.A.words.xml	express	[]	[]	[]
826.78	So , now that we know how to use the whiteboard , um , the next , um , thing we need to address is our financial department , to meet our our budget , um or not meet our budget but more , um , like what kind of , uh , selling range we'll be looking at , um , wanna make this um selling price of twenty five Euros .	ES2015a.A.words.xml	meet	[]	[]	[wanna]
854.49	And so we have to , um , come up with a way to , to create a , a uh remote control , where um 	ES2015a.A.words.xml	come	[]	[]	[]
871.49	to , uh , make fifty million Euro .	ES2015a.A.words.xml	make	[]	[]	[Euro]
876.18	Um , and make it for an international market .	ES2015a.A.words.xml	make	[]	[]	[]
1026.27	Any ideas will do that you have at this point .	ES2015a.A.words.xml	do	[]	[]	[]
1034.15	Can hold it .	ES2015a.A.words.xml	hold	[]	[]	[]
1042.05	I mean , you're the designers , you c , you can um decide what kind of , um , direction you wanna go in , but at this point in the , in the first meeting it can be any ideas that we just throw out there .	ES2015a.A.words.xml	decide	[]	[]	[]
1089.28	Um , like you can go over your ideas , of course , in your own personal times .	ES2015a.A.words.xml	go	[]	[]	[]
1095.76	So you have half an hour to , uh , think about what you want to present .	ES2015a.A.words.xml	think	[]	[]	[]
1131.17	Um , you will get specific instructions , um , of what to do in the next half an hour .	ES2015a.A.words.xml	get	[the next half an hour]	[]	[]
78.41	Suppose I have to do my presentation .	IS1003a.A.words.xml	Suppose	[]	[]	[]
85.57	So , I'll present myself , I'm Ada Longmund , and as you may know it , I'm the pr project manager .	IS1003a.A.words.xml	present	[]	[]	[Ada, Longmund]
94.12	So um we will have to 	IS1003a.A.words.xml	have	[]	[]	[]
101.51	um speak about m the project .	IS1003a.A.words.xml	speak	[]	[]	[]
172.02	Maybe you can draw your favourite animal 	IS1003a.A.words.xml	draw	[]	[]	[]
175.54	and make a list of its favourite characteristics .	IS1003a.A.words.xml	make	[]	[]	[]
223.51	So , as you will discuss about the remote control you will have to experience your um with the remote control .	IS1003a.A.words.xml	discuss	[]	[]	[]
232.74	Um just uh maybe be imaginative with remote const con controls , try to create something new and people would like to to buy .	IS1003a.A.words.xml	try	[]	[]	[]
246.85	And and the next meeting will start in thirty minutes , 	IS1003a.A.words.xml	start	[]	[]	[]
254.4	so you'll ha all have your spethisfispis specif specific role and you know I suppose you know what you have to do .	IS1003a.A.words.xml	have	[]	[]	[]
263.49	And uh you will have to work on the design and also to work on the design of th technical fun functions of the remote control and think of the user requirement specifications .	IS1003a.A.words.xml	have	[]	[]	[]
296.6	So I will manage all all the group .	IS1003a.A.words.xml	manage	[]	[]	[]
353.09	And i maybe you will transform it .	IS1003a.A.words.xml	transform	[]	[]	[]
507.2	Product manager okay , let's go , I will try .	IS1003a.A.words.xml	try	[]	[]	[]
779.67	Just have to 	IS1003a.A.words.xml	have	[]	[]	[]
781.76	present project , discuss a little bit about it .	IS1003a.A.words.xml	discuss	[]	[]	[]
53.41	Okay , hang on , reply coming .	IN1016.C.words.xml	hang	[]	[]	[]
69.9	Um we can maybe get a head start .	IN1016.C.words.xml	get	[]	[]	[]
741.32	We s go straight to the semantics of the yep .	IN1016.C.words.xml	go	[]	[]	[yep]
782.82	How many of them did you get right .	IN1016.C.words.xml	get	[]	[]	[]
1074.84	So I mean uh you could begin with s saying the a um the simple task of just determining whether or not the speech is related to the slide content , and which is sort of building upon what , you know , Dong and others have worked on in terms of , you know , is it discussion , monologue , from the original M. four data collection .	IN1016.C.words.xml	begin	[]	[]	[Dong, M.]
2059.38	Will it incorporate like uh an S.M.A. and uh 	IN1016.C.words.xml	incorporate	[]	[]	[]
2147.67	Wh uh the I mean I'm just thinking from practical perspectives , you'd you'd have to the the AMI recognition system that we have now is either for these microphones or for the microphone array .	IN1016.C.words.xml	have	[]	[]	[AMI]
2162.05	So I mean that in itself , it would I mean you'd have some fun training some more speech recognition models .	IN1016.C.words.xml	mean	[]	[]	[]
2239.3	Do they have slides or anything along that I don't think they would .	IN1016.C.words.xml	have	[]	[]	[]
2309.41	I mean you just have to think of a a task a challenge that is relevant to that type of recording , which might mm you might use the same methods as what we've been pr talking about today .	IN1016.C.words.xml	use	[today]	[]	[]
2319.51	But the actual sort of what you're trying to measure might need to be slightly slightly different I guess .	IN1016.C.words.xml	need	[]	[]	[]
2350.31	So you might wanna be doing something else basically , yeah .	IN1016.C.words.xml	wanna	[]	[]	[]
2629.46	Although I remember discussing this like um 'cause uh when Neville was working on his his stuff , which was just based on the slides , if um he he asked me all you know , could I pre-segment the slides for him uh , you know , because you wanted to s you wanted to have the topic segmentation .	IN1016.C.words.xml	pre	[]	[]	[Neville]
2849.52	After the after the hard drive crash we took the time to actually rebuild the the the system and actually train 'cause originally we sort of had the idea of oh we'll use a recognizer that's been trained on a large amount of telephone speech data and that should give us a better result .	IN1016.C.words.xml	use	[]	[]	[]
2887.01	in terms of um you can have like uh a two second utterance , uh credit cards , and then twenty seconds of silence coming after it , which in which when you f when you first think about it , you just think oh silence , whatever , nothing will happen .	IN1016.C.words.xml	have	[]	[]	[]
2941.29	But also it should actually affect the recognition on the speech segments as well .	IN1016.C.words.xml	affect	[]	[]	[]
3004.1	So use that for acoustic training .	IN1016.C.words.xml	use	[]	[]	[]
3013.45	But one can imagine a commercial system uh that that that s Steven Cox used from Nuance probably had all these things , built in end point detection , et cetera , et cetera .	IN1016.C.words.xml	imagine	[]	[]	[Steven, Cox, Nuance, et, et]
3095.66	We can just run some generic yeah .	IN1016.C.words.xml	run	[]	[]	[]
3191.11	Artem should familiarise himself with the A.S.R. systems or whatever .	IN1016.C.words.xml	familiarise	[]	[]	[Artem, A.S.R.]
3348.47	apply some pressure .	IN1016.C.words.xml	apply	[]	[]	[]
3410.96	And it's nice to get some feedback on I mean that feedback will probably come after your proposal possibly .	IN1016.C.words.xml	come	[]	[]	[]
3444.81	N yeah , sort out any bugs or whatever .	IN1016.C.words.xml	sort	[]	[]	[]
3545.38	It could go to thirty seven , thirty eight .	IN1016.C.words.xml	go	[thirty seven]	[]	[]
58.01	In this meeting we will discuss our final design .	TS3003d.A.words.xml	discuss	[]	[]	[]
62.36	And we will do some evaluation about the , not only the product , but also the project .	TS3003d.A.words.xml	do	[]	[]	[]
80.95	And this uh design , detailed design meeting uh we will discuss uh the look-and-feel of the design , the usability interface design , and we will do the product evaluation .	TS3003d.A.words.xml	discuss	[]	[]	[]
101.36	We'll have the prototype presentation first .	TS3003d.A.words.xml	have	[]	[]	[]
104.31	Then we will set up some evaluation cri um criteria .	TS3003d.A.words.xml	set	[]	[]	[]
108.47	Then we will look at the finance .	TS3003d.A.words.xml	look	[]	[]	[]
111.28	Uh we will have to see if everything we wanna do is also possible within our budget .	TS3003d.A.words.xml	have	[]	[]	[]
131.06	Then we will do the project uh evaluation , and the closing after that .	TS3003d.A.words.xml	do	[]	[]	[]
145.8	we will do the this is prototype presentation .	TS3003d.A.words.xml	do	[]	[]	[]
428.59	Then because we only have thirty minutes left , I will move on to the finance part , which is pretty exciting , to see if it's all possible what we wanna do .	TS3003d.A.words.xml	move	[]	[]	[]
441.03	And I can tell you 	TS3003d.A.words.xml	tell	[]	[]	[]
462.75	But maybe we can also use one .	TS3003d.A.words.xml	use	[]	[]	[]
482.04	to save there .	TS3003d.A.words.xml	save	[]	[]	[]
523.09	So maybe we really should try to discard some buttons to uh keep our costs low .	TS3003d.A.words.xml	try	[]	[]	[]
531.24	Because you have to we will have to get the twelve and a half Euros at the end .	TS3003d.A.words.xml	have	[]	[]	[]
617.61	So maybe we can we can even make one button with the volume and the channel in one , by pressing 	TS3003d.A.words.xml	make	[]	[]	[]
637.47	So you can make 	TS3003d.A.words.xml	make	[]	[]	[]
863.08	Say Or you can take the single chip .	TS3003d.A.words.xml	Say	[]	[]	[]
909.76	Or we can leave out the ten buttons and take one scroll wheel for the programme numbers .	TS3003d.A.words.xml	leave	[]	[]	[]
968.0	Okay but then you you can push uh some other button as well .	TS3003d.A.words.xml	push	[]	[]	[]
987.62	But it would definitely crop cost , a lot .	TS3003d.A.words.xml	crop	[]	[]	[]
1012.91	And we can save a Euro by a flat design .	TS3003d.A.words.xml	save	[]	[]	[Euro]
1101.86	I think if you make a good advertisement uh on television and in the in the guide , you can explain to the people how to use the scroll wheel .	TS3003d.A.words.xml	explain	[]	[]	[]
1122.75	And we can keep our L.C.D. screen , which can provide extra information .	TS3003d.A.words.xml	keep	[]	[L.C.D.]	[]
1126.22	How to use the scroll wheel .	TS3003d.A.words.xml	use	[]	[]	[]
1127.98	How to use the other bu buttons as subtitles .	TS3003d.A.words.xml	use	[]	[]	[]
1138.7	If you would erase these .	TS3003d.A.words.xml	erase	[]	[]	[]
1252.0	And it will make the use of the scroll wheel uh more obvious indeed .	TS3003d.A.words.xml	make	[]	[]	[]
1278.73	Yeah , we can leave the teletext in if we want .	TS3003d.A.words.xml	leave	[]	[]	[]
1313.32	decrease this one to four buttons .	TS3003d.A.words.xml	decrease	[]	[]	[]
1384.48	Ask for more money .	TS3003d.A.words.xml	Ask	[]	[]	[]
1398.67	Just to express our L.C.D. screen a bit more .	TS3003d.A.words.xml	express	[]	[L.C.D.]	[]
1404.23	So people will use it more , and especially for the help functions , it will be good if we have scroll bar , scroll button .	TS3003d.A.words.xml	use	[]	[]	[]
1524.95	I would buy it .	TS3003d.A.words.xml	buy	[]	[]	[]
1529.52	I would buy it if I was six .	TS3003d.A.words.xml	buy	[]	[]	[]
1541.28	But we can go on with the project evaluation .	TS3003d.A.words.xml	go	[]	[]	[]
1549.64	Let's see .	TS3003d.A.words.xml	Let	[]	[]	[]
1550.7	I can sit down I think .	TS3003d.A.words.xml	sit	[]	[]	[]
1576.98	Go ahead .	TS3003d.A.words.xml	Go	[]	[]	[]
1752.87	Think it's uh seven .	TS3003d.A.words.xml	Think	[]	[]	[]
1823.91	I would give it a four .	TS3003d.A.words.xml	give	[]	[]	[]
2186.06	Yeah you can export it as image .	TS3003d.A.words.xml	export	[]	[]	[]
2258.53	And then it mediates the score , and you can get one Yeah .	TS3003d.A.words.xml	get	[]	[]	[]
2378.12	You can do more .	TS3003d.A.words.xml	do	[]	[]	[]
2385.17	Just put it on the market for everybody .	TS3003d.A.words.xml	put	[]	[]	[]
2387.89	You can you can change markets where by changing the front covers .	TS3003d.A.words.xml	change	[]	[]	[]
2396.49	So you can also try to uh reach the younger people by uh putting fancy covers on on the market .	TS3003d.A.words.xml	try	[]	[]	[]
2405.97	See how it works .	TS3003d.A.words.xml	See	[]	[]	[]
2457.77	Or we can put these in the project folder as well .	TS3003d.A.words.xml	put	[]	[]	[]
2529.39	Yeah , I'll just put it in My Documents and uh That's okay .	TS3003d.A.words.xml	put	[]	[]	[]
2574.55	And then I'll meet you in I think about ten minutes , or something .	TS3003d.A.words.xml	meet	[]	[]	[]
2583.63	Hopefully my pen will download its software .	TS3003d.A.words.xml	download	[]	[]	[]
0.2	Help .	ES2004b.B.words.xml	Help	[]	[]	[]
85.93	I'll go over what we decided last meeting , 	ES2004b.B.words.xml	go	[]	[]	[]
120.23	Um , our budget would have to affect um try not to reflect our budget , um that we might 	ES2004b.B.words.xml	have	[]	[]	[]
131.42	have a bit of oh oh you can see it , okay .	ES2004b.B.words.xml	have	[]	[]	[]
144.85	want it to look uncluttered , undaunting to the customer .	ES2004b.B.words.xml	want	[]	[]	[]
179.07	Unplug me .	ES2004b.B.words.xml	Unplug	[]	[]	[]
535.92	Or , maybe move the laptop over .	ES2004b.B.words.xml	move	[]	[]	[]
844.9	Look at that .	ES2004b.B.words.xml	Look	[]	[]	[]
1097.81	But I mean , general T.V. controls do do video as well .	ES2004b.B.words.xml	do	[]	[]	[T.V.]
1200.74	We do have a budget limitation that we can't control ourselves , so I think when we can take a cheaper option which still does the same kinda thing um because it is something I it needs to be the thing that you 	ES2004b.B.words.xml	have	[]	[]	[]
1358.4	Um , think that might appeal I'm thinking kind of Japan , I'm thinking uh young , um office people , trendy kind of a thing .	ES2004b.B.words.xml	think	[]	[Japan]	[]
1452.56	I think we have to design one product and then the company can take it wherever they want to uh in the sense that they can make it smaller , or they can make it bigger or they can change the features slightly , um .	ES2004b.B.words.xml	make	[]	[]	[]
1625.8	We could use that as an alternative to programming in times , things like that , is that I always found that really easy when I discovered it , um 	ES2004b.B.words.xml	use	[]	[]	[]
1638.84	because you've got your general record anyway so if you there's a programme on you want to put record on , that's fine , but if you do want to tape something in two days time and you're not sure if you're going to , you put the number in and it's just a number , it's not a date , it's not a time , it's not a channel , it's not when it finishes , it's not anything like that , it's just a number .	ES2004b.B.words.xml	want	[two days]	[]	[]
1844.69	But we should focus on making the manual as user-friendly as possible because a lot of them are just tiny little writing and lots and lots of pages .	ES2004b.B.words.xml	focus	[]	[]	[]
1906.74	Um , something like that should reduce the size of it .	ES2004b.B.words.xml	reduce	[]	[]	[]
2043.22	for example , if it was a C. or something like that , you could have it in a vague C. shape that opens up kind of like a shell , or something , um something along those lines to be able to incorporate it quite 	ES2004b.B.words.xml	have	[]	[]	[]
2121.65	Or you could do um different , like you get with mobile phones , different fascias .	ES2004b.B.words.xml	do	[]	[]	[]
2127.7	You could have different kind of casings .	ES2004b.B.words.xml	have	[]	[]	[]
2131.0	So you could have like psychedelic ones for younger people and sleek ones and 	ES2004b.B.words.xml	have	[]	[]	[]
110.47	Today uh we will uh talk about uh conceptual design .	IS1000c.B.words.xml	talk	[Today]	[]	[]
131.68	take some minutes uh again .	IS1000c.B.words.xml	take	[]	[]	[]
134.26	Um we will have the presentations of y of you different team members , and then try to come to decisions uh about the concepts uh you have presented .	IS1000c.B.words.xml	have	[]	[]	[]
208.86	So did you manage uh 	IS1000c.B.words.xml	manage	[]	[]	[]
539.88	Yes well maybe Matthew can can give some more information on the 	IS1000c.B.words.xml	give	[]	[]	[Matthew]
560.88	Maybe we yes well we maybe can decide later on um the l the the look and feel of uh I've it was a good idea maybe to to 	IS1000c.B.words.xml	decide	[]	[]	[]
609.8	Yes and of course it will be a we we get a if it works we can get uh after-sales I mean that would would be very good I mean those covers could go for for three , five Euro .	IS1000c.B.words.xml	go	[]	[]	[Euro]
631.44	maybe uh we can go a th Matthew's presentation because 	IS1000c.B.words.xml	go	[]	[]	[th, Matthew]
641.01	Together indeed uh , because you ma might have some some information on the the easy to use , what you were already mentioning .	IS1000c.B.words.xml	have	[]	[]	[ma]
1070.14	S so do we think these ideas an and my uh sp speech recognition , I mean maybe it's possible for for twelve Euro but then then it will be at cost of other functionality we might implement like the uh uh the the the furry uh uh case of the 	IS1000c.B.words.xml	think	[]	[]	[Euro]
1403.44	Well well m m maybe m maybe we can give the uh the uh the case a very uh uh normal a v very normal case but , with the changeable covers to fancy it up .	IS1000c.B.words.xml	give	[]	[]	[]
1600.15	Um so I understand uh when we want a display we need a expensive chip , but when we want a scrolling wheel w we also need the expensive chip , so can we use same chip , so with one expensive chip 	IS1000c.B.words.xml	use	[]	[]	[]
1617.0	we can uh implement several complicated uh or advanced features .	IS1000c.B.words.xml	implement	[]	[]	[]
1639.06	So when the more expensive chip you mentioned there is is possible in the in the given budget , uh maybe we should go for for the more expensive chip , so all features uh which you mentioned can be implemented based on the same chip .	IS1000c.B.words.xml	go	[]	[]	[]
1687.64	Mm yes wh when you make a a design ca you can next meeting you can give an quite an exact cost price .	IS1000c.B.words.xml	give	[]	[]	[Mm]
1728.72	Yes but I can I think uh I think we can just use more cheap plastic for a kind of basic edition , and then people can fancy it up with with more expensive materials which which come with a with another price .	IS1000c.B.words.xml	think	[]	[]	[]
1806.6	Let let's say next meeting w you produce two designs , one one 	IS1000c.B.words.xml	Let	[]	[]	[]
1828.98	with addit uh additional uh , how do you call them , these like like mobile telephones you can put a cover over it .	IS1000c.B.words.xml	call	[]	[]	[]
1839.08	We now can concentrate on the on the basic remote control .	IS1000c.B.words.xml	concentrate	[]	[]	[]
459.9	Um we also need to look at the chips , uh v custom-designed versus off the shelf , and the custom-designed will give us much more flexibility and enable us to incorporate the voice function that we all uh seem to have agreed upon .	ES2012c.B.words.xml	give	[]	[]	[]
1108.75	You'd know what you were fiddling with .	ES2012c.B.words.xml	know	[]	[]	[]
1315.2	Well that can kinda tie into our changing uh face things , like we could have the fruit and vegetable theme this year and uh whatever happens next year , we can have the face plates , yeah .	ES2012c.B.words.xml	tie	[this year, next year]	[]	[]
1526.85	And that's the sort of thing , once you get the mould set , you can just whip out different colours , different pictures very very quickly .	ES2012c.B.words.xml	whip	[]	[]	[]
1714.39	Yeah , you'd want it narrower than a mouse though 'cause it a mouse you're kinda just resting on it , you want something you can definitely grip .	ES2012c.B.words.xml	want	[]	[]	[]
1725.95	Yeah , and fiddle around with it and press it .	ES2012c.B.words.xml	fiddle	[]	[]	[]
1733.46	Maybe almost like a hairbrush , like you could get the about the width of that end of the pen and then it widens up top and you can fiddle an yeah .	ES2012c.B.words.xml	get	[]	[]	[]
1790.0	But do you know , this shape also kind of les lend itself to to voice 'cause if you're you're holding it and you're fiddling , but you can also bring it up like that and it's microphone-esque , yeah , yeah .	ES2012c.B.words.xml	know	[]	[]	[]
1832.36	Well you can still i incorporate the voice with with less buttons .	ES2012c.B.words.xml	incorporate	[]	[]	[]
1835.44	I mean uh if the power button was also somehow like a menu button you could press that and or do voice commands , and either volume thing could also be to scroll through other options like y and you could scroll through brightness and and sc and then you can you can minimise the buttons and still have those , you know , brightness and tint and stuff .	ES2012c.B.words.xml	press	[]	[]	[]
1876.59	But the television would be the display that things like that usually c pop up on a televi like you hit menu and menu will come up on television and have like tint brightness , and you'd use the scroll , scroll through it yeah .	ES2012c.B.words.xml	use	[]	[]	[]
1933.63	Play with play-dough .	ES2012c.B.words.xml	Play	[]	[]	[]
605.35	So I can draw , but uh 	TS3005a.B.words.xml	draw	[]	[]	[]
657.64	Well uh you can guess what it is , I hope .	TS3005a.B.words.xml	guess	[]	[]	[]
748.4	You can try out the eraser now .	TS3005a.B.words.xml	try	[]	[]	[]
859.97	Yes , perhaps you can integrate them or something .	TS3005a.B.words.xml	integrate	[]	[]	[]
894.82	You should just give it to .	TS3005a.B.words.xml	give	[]	[]	[]
932.85	But you should make sure that you have every button they need on it .	TS3005a.B.words.xml	make	[]	[]	[]
958.8	But if if it's if it's international you should uh look in think in Britain they have uh different things they can do with the T.V. , or so uh that you can choose what you want to see .	TS3005a.B.words.xml	choose	[]	[Britain]	[T.V.]
969.93	I dunno if you should uh take that in consideration , or that you just should aim for the normal T.V.s that uh 	TS3005a.B.words.xml	aim	[]	[]	[T.V.s]
996.63	Yeah , we can leave that .	TS3005a.B.words.xml	leave	[]	[]	[]
1073.91	Yeah , you can choose the code .	TS3005a.B.words.xml	choose	[]	[]	[]
1128.34	Guess not .	TS3005a.B.words.xml	Guess	[]	[]	[]
1163.38	Yeah meeting will close in five minutes .	TS3005a.B.words.xml	close	[]	[]	[]
1203.3	So I should look at uh what you should be able to do with the remote , or uh , or how I don't really 	TS3005a.B.words.xml	look	[]	[]	[]
990.94	Keep the inner workings simple , so it's robust .	TS3003b.C.words.xml	Keep	[]	[]	[]
1364.66	Yeah if we if we make a remote control just l with that idea in mind , we could make tons of money , I think .	TS3003b.C.words.xml	make	[]	[]	[]
1380.68	change our focus on the project , and I think 	TS3003b.C.words.xml	change	[]	[]	[]
1385.01	we can uh we can sell this .	TS3003b.C.words.xml	sell	[]	[]	[]
1635.48	So perhaps we should s stick to the basic layout .	TS3003b.C.words.xml	stick	[]	[]	[]
88.01	The whole thing lights up if you press any button , rather than it just that one button will light up .	ES2010d.C.words.xml	light	[]	[]	[]
331.2	I'd give it like three or four .	ES2010d.C.words.xml	give	[]	[]	[]
363.16	I'll give it a one .	ES2010d.C.words.xml	give	[]	[]	[]
934.34	Let you loose .	ES2010d.C.words.xml	Let	[]	[]	[]
448.8	Make mobile phones and T.V. remotes to make T.V. remotes .	ES2012a.D.words.xml	Make	[]	[]	[T.V., T.V.]
575.16	Think a lot of the time , remotes that come with T.V. players and T.V.s and D.V. players , like they aren't 	ES2012a.D.words.xml	Think	[]	[]	[T.V., T.V.s, D.V.]
628.08	to make make people aware of the product .	ES2012a.D.words.xml	make	[]	[]	[]
1005.4	Um , well we could either market it together by getting control in a set colour or with like you buy it with several 	ES2012a.D.words.xml	market	[]	[]	[]
1020.01	you ge you get the f uh the face-plates with it when you buy or as a separate thing , but uh maybe thinking of that , it's considering the nature of the device , maybe a second thing like a second campaign to market new facials for your to your might go a bit astray since it is the kind of thing where y you generally get one and then forget about it .	ES2012a.D.words.xml	go	[]	[]	[]
664.93	And so think of this concept .	ES2002c.C.words.xml	think	[]	[]	[]
776.28	Um should avoid s things like that .	ES2002c.C.words.xml	avoid	[]	[]	[]
786.99	Um obviously trying trying to avoid being tacky there , but it could um tie-in very easily with your your lime and lemon idea .	ES2002c.C.words.xml	tie	[]	[]	[]
830.01	Um we should definitely avoid the big square block look .	ES2002c.C.words.xml	avoid	[]	[]	[]
1476.63	Um you could have the same sort of texture and colour as a fruit .	ES2002c.C.words.xml	have	[]	[]	[]
1722.72	So I reckon it'd look quite nice if we just had um this here , had a sorta background yellow , and then have sort of a nice bold colour for the buttons .	ES2002c.C.words.xml	have	[]	[]	[]
1869.52	B um I think the we had were fairly basic ones , they'd have to go on the the front somewhere .	ES2002c.C.words.xml	have	[]	[]	[]
255.22	Just press the okay button , it works .	TS3011c.C.words.xml	press	[]	[]	[]
315.11	Oh wait uh wait up .	TS3011c.C.words.xml	wait	[]	[]	[]
654.18	There are there are also remote controls who have uh a little shape underneath where you can put your fingers in , so you can get a really good grip on it .	TS3011c.C.words.xml	get	[]	[]	[]
671.03	But I'll I'll go into that deeper in my presentation .	TS3011c.C.words.xml	go	[]	[]	[]
719.67	Okay , but I'll I'll go into that , because there are are some possibilities and some impossibilities .	TS3011c.C.words.xml	go	[]	[]	[]
801.42	We can use plastic , which is uh very slippery and maybe not so nice , but you can give it any colour , uh which is the same for rubber , but it's not slippery .	TS3011c.C.words.xml	use	[]	[]	[]
811.07	We can use wood and titanium .	TS3011c.C.words.xml	use	[]	[]	[]
877.36	And you can store the energy in the in the thing .	TS3011c.C.words.xml	store	[]	[]	[]
948.08	So , but maybe maybe there's a possibility com to combine it with m uh traditional batteries , so we can save on the batteries and um when there's enough kinet kinetic energy , use the kinetic energy , and otherwise use the batteries .	TS3011c.C.words.xml	save	[]	[]	[energy]
969.05	I'll come to that later .	TS3011c.C.words.xml	come	[]	[]	[]
998.28	You can scroll 'em , you can also push it .	TS3011c.C.words.xml	scroll	[]	[]	[]
1209.02	Okay , um we have to know , if you want to use uh these rubber double-curved c uh case , um you must use these push uh push-buttons .	TS3011c.C.words.xml	use	[]	[]	[]
1357.37	to think about .	TS3011c.C.words.xml	think	[]	[]	[]
1395.9	So maybe we should think about uh wood finish .	TS3011c.C.words.xml	think	[]	[]	[]
1425.15	It's in in in some way it can give us an advance , because you will save on your batteries .	TS3011c.C.words.xml	save	[]	[]	[]
1455.86	So I think we should skip the titanium uh stuff , and we should uh use wood or something like that .	TS3011c.C.words.xml	use	[]	[]	[]
1537.55	It's it's uh I uh I can imagine it's very dull to talk to a device w if you have to point to another device .	TS3011c.C.words.xml	imagine	[]	[]	[]
1608.57	And uh skip and skip the L.C.D. part .	TS3011c.C.words.xml	skip	[]	[]	[L.C.D.]
1724.52	Yes , they can work .	TS3011c.C.words.xml	work	[]	[]	[]
1728.82	I'll check it for you .	TS3011c.C.words.xml	check	[]	[]	[]
1799.73	I'll do .	TS3011c.C.words.xml	do	[]	[]	[]
2005.29	Well uh you can use well , when you use the buttons , they'll they'll be made of rubber too .	TS3011c.C.words.xml	use	[]	[]	[]
2133.83	So maybe they can combine these two .	TS3011c.C.words.xml	combine	[]	[]	[]
2298.15	I'll put it online .	TS3011c.C.words.xml	put	[]	[]	[]
23.84	Like make the sign in bigger red letters .	EN2009b.B.words.xml	make	[]	[]	[]
104.79	To actually do the re-install .	EN2009b.B.words.xml	do	[]	[]	[]
274.43	You guys might actually have something in common 'cause she does , well , you know , stuff for the video coding and gesturing .	EN2009b.B.words.xml	have	[]	[]	[]
293.22	Well uh no uh I will actually give her the the option .	EN2009b.B.words.xml	give	[]	[]	[]
464.18	Just change it .	EN2009b.B.words.xml	change	[]	[]	[]
477.63	Although if if you had a big thing and it was jiggling around like anybody's business , like real eye track traces , then you might find that a little bit disconcerting .	EN2009b.B.words.xml	find	[]	[]	[]
496.89	It'll look like it's quivering , you know .	EN2009b.B.words.xml	look	[]	[]	[]
